# This is the run log of LabScaleImpacts
# Experiment type: HOLSAPPLE1 (1)
# Time step used = 0.0002
# Top of regolith surface = 0.136654
# Impactor launch speed = 3.7
# Columns are (values in code units, d is penetration depth):
# [t]    [v_y]    [d]    [x]    [y]    [z]

0.077200    -0.000791    -0.030724    -0.000997    +0.120230    +0.000430
0.077400    -0.000880    -0.030724    -0.000988    +0.120230    +0.000434
0.077600    -0.000827    -0.030725    -0.000980    +0.120229    +0.000438
0.077800    -0.000632    -0.030725    -0.000972    +0.120229    +0.000442
0.078000    -0.000465    -0.030725    -0.000964    +0.120229    +0.000446
0.078200    -0.000258    -0.030725    -0.000956    +0.120229    +0.000451
0.078400    -0.000173    -0.030725    -0.000948    +0.120229    +0.000455
0.078600    -0.000089    -0.030725    -0.000940    +0.120229    +0.000459
0.078800    -0.000165    -0.030725    -0.000932    +0.120229    +0.000463
0.079000    -0.000286    -0.030725    -0.000924    +0.120229    +0.000467
0.079200    -0.000462    -0.030725    -0.000916    +0.120229    +0.000472
0.079400    -0.000531    -0.030725    -0.000908    +0.120229    +0.000476
0.079600    -0.000472    -0.030725    -0.000900    +0.120229    +0.000480
0.079800    -0.000420    -0.030725    -0.000892    +0.120229    +0.000484
0.080000    -0.000415    -0.030725    -0.000884    +0.120229    +0.000488
0.080200    -0.000416    -0.030726    -0.000876    +0.120228    +0.000493
0.080400    -0.000272    -0.030726    -0.000868    +0.120228    +0.000497
0.080600    -0.000122    -0.030726    -0.000860    +0.120228    +0.000501
0.080800    -0.000029    -0.030726    -0.000852    +0.120228    +0.000505
0.081000    +0.000099    -0.030726    -0.000844    +0.120228    +0.000509
0.081200    +0.000243    -0.030726    -0.000836    +0.120228    +0.000513
0.081400    +0.000413    -0.030725    -0.000828    +0.120229    +0.000517
0.081600    +0.000670    -0.030725    -0.000820    +0.120229    +0.000522
0.081800    +0.000902    -0.030725    -0.000812    +0.120229    +0.000526
0.082000    +0.001146    -0.030725    -0.000805    +0.120229    +0.000530
0.082200    +0.001391    -0.030725    -0.000797    +0.120229    +0.000534
0.082400    +0.001504    -0.030724    -0.000789    +0.120230    +0.000538
0.082600    +0.001669    -0.030724    -0.000781    +0.120230    +0.000542
0.082800    +0.001651    -0.030724    -0.000773    +0.120230    +0.000546
0.083000    +0.001417    -0.030723    -0.000766    +0.120231    +0.000550
0.083200    +0.001173    -0.030723    -0.000758    +0.120231    +0.000554
0.083400    +0.000904    -0.030723    -0.000750    +0.120231    +0.000558
0.083600    +0.000666    -0.030723    -0.000743    +0.120231    +0.000563
0.083800    +0.000591    -0.030723    -0.000735    +0.120231    +0.000567
0.084000    +0.000628    -0.030723    -0.000727    +0.120231    +0.000571
0.084200    +0.000680    -0.030722    -0.000720    +0.120232    +0.000575
0.084400    +0.000452    -0.030722    -0.000712    +0.120232    +0.000579
0.084600    +0.000101    -0.030722    -0.000705    +0.120232    +0.000583
0.084800    -0.000241    -0.030722    -0.000697    +0.120232    +0.000587
0.085000    -0.000480    -0.030722    -0.000690    +0.120232    +0.000591
0.085200    -0.000580    -0.030723    -0.000682    +0.120231    +0.000595
0.085400    -0.000699    -0.030723    -0.000675    +0.120231    +0.000599
0.085600    -0.000899    -0.030723    -0.000667    +0.120231    +0.000603
0.085800    -0.001015    -0.030723    -0.000660    +0.120231    +0.000607
0.086000    -0.000938    -0.030723    -0.000652    +0.120231    +0.000611
0.086200    -0.000770    -0.030723    -0.000644    +0.120231    +0.000614
0.086400    -0.000781    -0.030724    -0.000637    +0.120230    +0.000618
0.086600    -0.000675    -0.030724    -0.000629    +0.120230    +0.000622
0.086800    -0.000634    -0.030724    -0.000622    +0.120230    +0.000626
0.087000    -0.000357    -0.030724    -0.000614    +0.120230    +0.000629
0.087200    -0.000308    -0.030724    -0.000606    +0.120230    +0.000633
0.087400    -0.000081    -0.030724    -0.000599    +0.120230    +0.000637
0.087600    -0.000021    -0.030724    -0.000591    +0.120230    +0.000641
0.087800    +0.000101    -0.030724    -0.000583    +0.120230    +0.000645
0.088000    +0.000379    -0.030724    -0.000575    +0.120230    +0.000649
0.088200    +0.000700    -0.030724    -0.000567    +0.120230    +0.000653
0.088400    +0.000946    -0.030724    -0.000560    +0.120230    +0.000657
0.088600    +0.001181    -0.030723    -0.000552    +0.120231    +0.000662
0.088800    +0.001344    -0.030723    -0.000544    +0.120231    +0.000666
0.089000    +0.001417    -0.030723    -0.000536    +0.120231    +0.000670
0.089200    +0.001421    -0.030722    -0.000529    +0.120232    +0.000674
0.089400    +0.001275    -0.030722    -0.000521    +0.120232    +0.000677
0.089600    +0.001122    -0.030722    -0.000513    +0.120232    +0.000681
0.089800    +0.000886    -0.030722    -0.000505    +0.120232    +0.000685
0.090000    +0.000589    -0.030722    -0.000497    +0.120232    +0.000689
0.090200    +0.000193    -0.030722    -0.000489    +0.120232    +0.000693
0.090400    -0.000114    -0.030722    -0.000481    +0.120232    +0.000697
0.090600    -0.000340    -0.030722    -0.000473    +0.120232    +0.000700
0.090800    -0.000473    -0.030722    -0.000465    +0.120232    +0.000704
0.091000    -0.000506    -0.030722    -0.000457    +0.120232    +0.000708
0.091200    -0.000455    -0.030722    -0.000449    +0.120232    +0.000712
0.091400    -0.000308    -0.030722    -0.000441    +0.120232    +0.000715
0.091600    -0.000358    -0.030722    -0.000433    +0.120232    +0.000719
0.091800    -0.000282    -0.030722    -0.000424    +0.120232    +0.000723
0.092000    -0.000199    -0.030722    -0.000416    +0.120232    +0.000727
0.092200    -0.000161    -0.030722    -0.000408    +0.120232    +0.000731
0.092400    -0.000192    -0.030722    -0.000400    +0.120232    +0.000735
0.092600    -0.000379    -0.030722    -0.000391    +0.120232    +0.000738
0.092800    -0.000640    -0.030722    -0.000383    +0.120232    +0.000743
0.093000    -0.000809    -0.030723    -0.000375    +0.120231    +0.000747
0.093200    -0.000888    -0.030723    -0.000367    +0.120231    +0.000751
0.093400    -0.000577    -0.030723    -0.000359    +0.120231    +0.000755
0.093600    -0.000692    -0.030723    -0.000350    +0.120231    +0.000759
0.093800    -0.000855    -0.030723    -0.000342    +0.120231    +0.000763
0.094000    -0.001124    -0.030723    -0.000334    +0.120231    +0.000767
0.094200    -0.001156    -0.030724    -0.000326    +0.120230    +0.000771
0.094400    -0.001332    -0.030724    -0.000318    +0.120230    +0.000774
0.094600    -0.001379    -0.030724    -0.000310    +0.120230    +0.000778
0.094800    -0.001490    -0.030725    -0.000301    +0.120229    +0.000782
0.095000    -0.001743    -0.030725    -0.000293    +0.120229    +0.000786
0.095200    -0.002127    -0.030725    -0.000285    +0.120229    +0.000790
0.095400    -0.002514    -0.030726    -0.000277    +0.120228    +0.000794
0.095600    -0.002751    -0.030726    -0.000269    +0.120228    +0.000798
0.095800    -0.002892    -0.030727    -0.000261    +0.120227    +0.000801
0.096000    -0.002913    -0.030728    -0.000253    +0.120226    +0.000805
0.096200    -0.003046    -0.030728    -0.000244    +0.120226    +0.000809
0.096400    -0.003151    -0.030729    -0.000236    +0.120225    +0.000813
0.096600    -0.003336    -0.030729    -0.000228    +0.120225    +0.000817
0.096800    -0.003486    -0.030730    -0.000220    +0.120224    +0.000821
0.097000    -0.003692    -0.030731    -0.000212    +0.120223    +0.000825
0.097200    -0.003741    -0.030732    -0.000203    +0.120222    +0.000829
0.097401    -0.003613    -0.030732    -0.000195    +0.120222    +0.000833
0.097601    -0.003509    -0.030733    -0.000187    +0.120221    +0.000837
0.097801    -0.003276    -0.030734    -0.000179    +0.120220    +0.000842
0.098001    -0.003111    -0.030734    -0.000170    +0.120220    +0.000846
0.098201    -0.002979    -0.030735    -0.000162    +0.120219    +0.000850
0.098401    -0.002901    -0.030736    -0.000154    +0.120218    +0.000854
0.098601    -0.002844    -0.030736    -0.000146    +0.120218    +0.000858
0.098801    -0.002820    -0.030737    -0.000137    +0.120217    +0.000862
0.099001    -0.002815    -0.030737    -0.000129    +0.120217    +0.000866
0.099201    -0.002890    -0.030738    -0.000121    +0.120216    +0.000870
0.099401    -0.003068    -0.030738    -0.000112    +0.120216    +0.000875
0.099601    -0.003225    -0.030739    -0.000104    +0.120215    +0.000879
0.099801    -0.003103    -0.030740    -0.000096    +0.120214    +0.000883
0.100001    -0.002966    -0.030740    -0.000088    +0.120214    +0.000887
0.100201    -0.002917    -0.030741    -0.000079    +0.120213    +0.000891
0.100401    -0.002883    -0.030741    -0.000071    +0.120213    +0.000895
0.100601    -0.002878    -0.030742    -0.000063    +0.120212    +0.000899
0.100801    -0.002787    -0.030743    -0.000054    +0.120211    +0.000903
0.101001    -0.002659    -0.030743    -0.000046    +0.120211    +0.000907
0.101201    -0.002598    -0.030744    -0.000037    +0.120210    +0.000911
0.101401    -0.002450    -0.030744    -0.000029    +0.120210    +0.000914
0.101601    -0.002494    -0.030745    -0.000021    +0.120209    +0.000918
0.101801    -0.002480    -0.030745    -0.000012    +0.120209    +0.000922
0.102001    -0.002520    -0.030746    -0.000004    +0.120208    +0.000926
0.102201    -0.002488    -0.030746    +0.000005    +0.120208    +0.000929
0.102401    -0.002486    -0.030747    +0.000013    +0.120207    +0.000933
0.102601    -0.002522    -0.030747    +0.000022    +0.120207    +0.000937
0.102801    -0.002541    -0.030748    +0.000031    +0.120206    +0.000941
0.103001    -0.002594    -0.030748    +0.000039    +0.120206    +0.000944
0.103201    -0.002556    -0.030749    +0.000048    +0.120205    +0.000948
0.103401    -0.002481    -0.030749    +0.000057    +0.120205    +0.000952
0.103601    -0.002498    -0.030750    +0.000065    +0.120204    +0.000956
0.103801    -0.002406    -0.030750    +0.000074    +0.120204    +0.000960
0.104001    -0.002196    -0.030751    +0.000083    +0.120203    +0.000963
0.104201    -0.002076    -0.030751    +0.000091    +0.120203    +0.000967
0.104401    -0.002022    -0.030751    +0.000100    +0.120203    +0.000971
0.104601    -0.002108    -0.030752    +0.000109    +0.120202    +0.000975
0.104801    -0.001967    -0.030752    +0.000117    +0.120202    +0.000979
