# This is the run log of LabScaleImpacts
# Experiment type: HOLSAPPLE1 (1)
# Time step used = 0.0002
# Top of regolith surface = 0.136654
# Impactor launch speed = 6.17
# Columns are (values in code units, d is penetration depth):
# [t]    [v_y]    [d]    [x]    [y]    [z]

0.037000    -0.087885    -0.033611    -0.001649    +0.117343    +0.000943
0.037200    -0.086705    -0.033628    -0.001644    +0.117326    +0.000964
0.037400    -0.085715    -0.033645    -0.001638    +0.117309    +0.000985
0.037600    -0.084749    -0.033662    -0.001632    +0.117292    +0.001006
0.037800    -0.084064    -0.033679    -0.001627    +0.117275    +0.001027
0.038000    -0.083538    -0.033696    -0.001621    +0.117259    +0.001048
0.038200    -0.081296    -0.033712    -0.001615    +0.117242    +0.001069
0.038400    -0.077304    -0.033727    -0.001610    +0.117227    +0.001089
0.038600    -0.074257    -0.033742    -0.001604    +0.117212    +0.001110
0.038800    -0.069272    -0.033756    -0.001598    +0.117198    +0.001130
0.039000    -0.065175    -0.033769    -0.001592    +0.117185    +0.001149
0.039200    -0.061267    -0.033782    -0.001586    +0.117172    +0.001168
0.039400    -0.058143    -0.033793    -0.001580    +0.117161    +0.001186
0.039600    -0.056176    -0.033804    -0.001574    +0.117150    +0.001204
0.039800    -0.054451    -0.033815    -0.001567    +0.117139    +0.001222
0.040000    -0.053001    -0.033826    -0.001561    +0.117128    +0.001239
0.040200    -0.051672    -0.033836    -0.001555    +0.117118    +0.001256
0.040400    -0.050292    -0.033846    -0.001548    +0.117108    +0.001272
0.040600    -0.048165    -0.033856    -0.001541    +0.117098    +0.001288
0.040800    -0.045254    -0.033865    -0.001534    +0.117089    +0.001304
0.041000    -0.042253    -0.033873    -0.001527    +0.117081    +0.001319
0.041200    -0.039988    -0.033881    -0.001520    +0.117073    +0.001333
0.041400    -0.037567    -0.033889    -0.001513    +0.117065    +0.001347
0.041600    -0.035608    -0.033896    -0.001506    +0.117058    +0.001360
0.041800    -0.034149    -0.033903    -0.001498    +0.117051    +0.001372
0.042000    -0.032414    -0.033909    -0.001491    +0.117045    +0.001385
0.042200    -0.030434    -0.033915    -0.001483    +0.117039    +0.001397
0.042400    -0.028633    -0.033921    -0.001476    +0.117033    +0.001409
0.042600    -0.027055    -0.033926    -0.001468    +0.117028    +0.001421
0.042800    -0.025633    -0.033931    -0.001461    +0.117023    +0.001433
0.043000    -0.024469    -0.033936    -0.001454    +0.117018    +0.001445
0.043200    -0.023731    -0.033941    -0.001446    +0.117013    +0.001457
0.043400    -0.023101    -0.033945    -0.001439    +0.117009    +0.001469
0.043600    -0.022730    -0.033950    -0.001431    +0.117004    +0.001481
0.043800    -0.022413    -0.033954    -0.001424    +0.117000    +0.001493
0.044000    -0.022335    -0.033959    -0.001417    +0.116995    +0.001505
0.044200    -0.022395    -0.033963    -0.001410    +0.116991    +0.001517
0.044400    -0.022670    -0.033968    -0.001402    +0.116986    +0.001529
0.044600    -0.022941    -0.033972    -0.001395    +0.116982    +0.001540
0.044800    -0.023202    -0.033977    -0.001388    +0.116977    +0.001552
0.045000    -0.023212    -0.033982    -0.001381    +0.116972    +0.001564
0.045200    -0.022946    -0.033986    -0.001374    +0.116968    +0.001575
0.045400    -0.022661    -0.033991    -0.001367    +0.116963    +0.001587
0.045600    -0.022400    -0.033995    -0.001360    +0.116959    +0.001598
0.045800    -0.022032    -0.034000    -0.001353    +0.116954    +0.001610
0.046000    -0.021692    -0.034004    -0.001346    +0.116950    +0.001621
0.046200    -0.021517    -0.034008    -0.001339    +0.116946    +0.001632
0.046400    -0.021456    -0.034013    -0.001333    +0.116941    +0.001643
0.046600    -0.021432    -0.034017    -0.001326    +0.116937    +0.001654
0.046800    -0.021285    -0.034021    -0.001319    +0.116933    +0.001666
0.047000    -0.021015    -0.034025    -0.001312    +0.116929    +0.001677
0.047200    -0.020738    -0.034030    -0.001306    +0.116924    +0.001688
0.047400    -0.020303    -0.034034    -0.001299    +0.116920    +0.001699
0.047600    -0.019874    -0.034038    -0.001293    +0.116916    +0.001710
0.047800    -0.019410    -0.034041    -0.001286    +0.116913    +0.001721
0.048000    -0.019005    -0.034045    -0.001280    +0.116909    +0.001731
0.048200    -0.018450    -0.034049    -0.001273    +0.116905    +0.001742
0.048400    -0.017680    -0.034052    -0.001267    +0.116902    +0.001753
0.048600    -0.017131    -0.034056    -0.001260    +0.116898    +0.001763
0.048800    -0.016792    -0.034059    -0.001254    +0.116895    +0.001774
0.049000    -0.016613    -0.034063    -0.001248    +0.116891    +0.001784
0.049200    -0.016466    -0.034066    -0.001242    +0.116888    +0.001795
0.049400    -0.016396    -0.034069    -0.001236    +0.116885    +0.001805
0.049600    -0.016381    -0.034072    -0.001230    +0.116882    +0.001816
0.049800    -0.016427    -0.034076    -0.001223    +0.116878    +0.001826
0.050000    -0.016515    -0.034079    -0.001217    +0.116875    +0.001836
0.050200    -0.016638    -0.034082    -0.001211    +0.116872    +0.001847
0.050400    -0.016601    -0.034086    -0.001206    +0.116868    +0.001857
0.050600    -0.016492    -0.034089    -0.001200    +0.116865    +0.001867
0.050800    -0.016268    -0.034092    -0.001194    +0.116862    +0.001877
0.051000    -0.016035    -0.034095    -0.001188    +0.116859    +0.001887
0.051200    -0.015694    -0.034099    -0.001182    +0.116855    +0.001897
0.051400    -0.014960    -0.034102    -0.001177    +0.116852    +0.001908
0.051600    -0.014154    -0.034104    -0.001171    +0.116850    +0.001918
0.051800    -0.013567    -0.034107    -0.001165    +0.116847    +0.001927
0.052000    -0.012835    -0.034110    -0.001160    +0.116844    +0.001937
0.052200    -0.012188    -0.034112    -0.001154    +0.116842    +0.001947
0.052400    -0.011691    -0.034114    -0.001149    +0.116840    +0.001957
0.052600    -0.011221    -0.034117    -0.001144    +0.116837    +0.001966
0.052800    -0.010769    -0.034119    -0.001138    +0.116835    +0.001975
0.053000    -0.010388    -0.034121    -0.001133    +0.116833    +0.001984
0.053200    -0.010024    -0.034123    -0.001128    +0.116831    +0.001993
0.053400    -0.009706    -0.034125    -0.001122    +0.116829    +0.002002
0.053600    -0.009373    -0.034127    -0.001117    +0.116827    +0.002010
0.053800    -0.008989    -0.034129    -0.001112    +0.116825    +0.002019
0.054000    -0.008448    -0.034130    -0.001107    +0.116824    +0.002027
0.054200    -0.007719    -0.034132    -0.001101    +0.116822    +0.002036
0.054400    -0.006934    -0.034133    -0.001096    +0.116821    +0.002044
0.054600    -0.006165    -0.034134    -0.001091    +0.116820    +0.002052
0.054800    -0.005006    -0.034135    -0.001086    +0.116819    +0.002060
0.055000    -0.003813    -0.034136    -0.001081    +0.116818    +0.002068
0.055200    -0.002436    -0.034137    -0.001077    +0.116817    +0.002076
0.055400    -0.001186    -0.034137    -0.001072    +0.116817    +0.002084
0.055600    -0.000148    -0.034137    -0.001067    +0.116817    +0.002091
0.055800    +0.000683    -0.034137    -0.001062    +0.116817    +0.002099
0.056000    +0.001444    -0.034137    -0.001057    +0.116817    +0.002106
0.056200    +0.001940    -0.034136    -0.001053    +0.116818    +0.002113
0.056400    +0.002446    -0.034136    -0.001048    +0.116818    +0.002120
0.056600    +0.002953    -0.034135    -0.001043    +0.116819    +0.002127
0.056800    +0.003474    -0.034134    -0.001039    +0.116820    +0.002134
0.057000    +0.003897    -0.034134    -0.001034    +0.116820    +0.002141
0.057200    +0.004286    -0.034133    -0.001029    +0.116821    +0.002147
0.057400    +0.004445    -0.034132    -0.001025    +0.116822    +0.002154
0.057600    +0.004410    -0.034131    -0.001020    +0.116823    +0.002160
0.057800    +0.004458    -0.034130    -0.001016    +0.116824    +0.002167
0.058000    +0.004499    -0.034129    -0.001012    +0.116825    +0.002173
0.058200    +0.004613    -0.034128    -0.001007    +0.116826    +0.002180
0.058400    +0.004752    -0.034127    -0.001003    +0.116827    +0.002186
0.058600    +0.004938    -0.034126    -0.000999    +0.116828    +0.002192
0.058800    +0.005068    -0.034125    -0.000994    +0.116829    +0.002199
0.059000    +0.005284    -0.034124    -0.000990    +0.116830    +0.002205
0.059200    +0.005533    -0.034123    -0.000986    +0.116831    +0.002211
0.059400    +0.005807    -0.034122    -0.000982    +0.116832    +0.002217
0.059600    +0.006219    -0.034121    -0.000977    +0.116833    +0.002223
0.059800    +0.006671    -0.034119    -0.000973    +0.116835    +0.002229
0.060000    +0.007048    -0.034118    -0.000969    +0.116836    +0.002234
0.060200    +0.007240    -0.034116    -0.000965    +0.116838    +0.002240
0.060400    +0.007484    -0.034115    -0.000961    +0.116839    +0.002245
0.060600    +0.007752    -0.034113    -0.000957    +0.116841    +0.002250
0.060800    +0.007997    -0.034112    -0.000953    +0.116842    +0.002254
0.061000    +0.008302    -0.034110    -0.000950    +0.116844    +0.002259
0.061200    +0.008549    -0.034108    -0.000946    +0.116846    +0.002264
0.061400    +0.008663    -0.034107    -0.000942    +0.116847    +0.002268
0.061600    +0.008814    -0.034105    -0.000938    +0.116849    +0.002272
0.061800    +0.008989    -0.034103    -0.000934    +0.116851    +0.002276
0.062000    +0.009174    -0.034101    -0.000931    +0.116853    +0.002280
0.062200    +0.009328    -0.034099    -0.000927    +0.116855    +0.002284
0.062400    +0.009388    -0.034098    -0.000923    +0.116856    +0.002288
0.062600    +0.009315    -0.034096    -0.000920    +0.116858    +0.002292
0.062800    +0.009114    -0.034094    -0.000916    +0.116860    +0.002295
0.063000    +0.009106    -0.034092    -0.000913    +0.116862    +0.002299
0.063200    +0.009141    -0.034090    -0.000909    +0.116864    +0.002302
0.063400    +0.008936    -0.034088    -0.000906    +0.116866    +0.002306
0.063600    +0.008747    -0.034087    -0.000903    +0.116867    +0.002309
0.063800    +0.008626    -0.034085    -0.000899    +0.116869    +0.002312
0.064000    +0.008697    -0.034083    -0.000896    +0.116871    +0.002315
0.064200    +0.008823    -0.034081    -0.000893    +0.116873    +0.002319
0.064400    +0.008962    -0.034080    -0.000890    +0.116874    +0.002322
0.064600    +0.009042    -0.034078    -0.000886    +0.116876    +0.002325
0.064800    +0.009044    -0.034076    -0.000883    +0.116878    +0.002328
0.065000    +0.008951    -0.034074    -0.000880    +0.116880    +0.002331
0.065200    +0.008743    -0.034072    -0.000877    +0.116882    +0.002334
0.065400    +0.008781    -0.034071    -0.000874    +0.116883    +0.002336
0.065600    +0.008663    -0.034069    -0.000871    +0.116885    +0.002339
0.065800    +0.008296    -0.034067    -0.000868    +0.116887    +0.002342
0.066000    +0.007961    -0.034066    -0.000865    +0.116888    +0.002344
0.066200    +0.007591    -0.034064    -0.000862    +0.116890    +0.002347
0.066400    +0.007262    -0.034063    -0.000859    +0.116891    +0.002350
0.066600    +0.006915    -0.034061    -0.000857    +0.116893    +0.002352
0.066800    +0.006768    -0.034060    -0.000854    +0.116894    +0.002355
0.067000    +0.006709    -0.034059    -0.000851    +0.116895    +0.002358
0.067200    +0.006914    -0.034057    -0.000848    +0.116897    +0.002360
0.067400    +0.007197    -0.034056    -0.000846    +0.116898    +0.002362
0.067600    +0.007566    -0.034054    -0.000843    +0.116900    +0.002364
0.067800    +0.007774    -0.034053    -0.000841    +0.116901    +0.002366
0.068000    +0.007664    -0.034051    -0.000838    +0.116903    +0.002368
0.068200    +0.007678    -0.034050    -0.000836    +0.116904    +0.002370
0.068400    +0.007530    -0.034048    -0.000834    +0.116906    +0.002372
0.068600    +0.007456    -0.034047    -0.000831    +0.116907    +0.002374
0.068800    +0.007376    -0.034045    -0.000829    +0.116909    +0.002376
0.069000    +0.007133    -0.034044    -0.000827    +0.116910    +0.002378
0.069200    +0.006960    -0.034042    -0.000825    +0.116912    +0.002380
0.069400    +0.006806    -0.034041    -0.000822    +0.116913    +0.002382
0.069600    +0.006706    -0.034040    -0.000820    +0.116914    +0.002383
0.069800    +0.006450    -0.034038    -0.000818    +0.116916    +0.002385
0.070000    +0.006322    -0.034037    -0.000816    +0.116917    +0.002386
0.070200    +0.006126    -0.034036    -0.000814    +0.116918    +0.002388
0.070400    +0.006300    -0.034035    -0.000812    +0.116919    +0.002389
0.070600    +0.006235    -0.034034    -0.000810    +0.116921    +0.002390
0.070800    +0.006067    -0.034032    -0.000808    +0.116922    +0.002391
0.071000    +0.005843    -0.034031    -0.000806    +0.116923    +0.002391
0.071200    +0.005505    -0.034030    -0.000804    +0.116924    +0.002392
0.071400    +0.005264    -0.034029    -0.000802    +0.116925    +0.002393
0.071600    +0.004895    -0.034028    -0.000800    +0.116926    +0.002393
0.071800    +0.004159    -0.034027    -0.000798    +0.116927    +0.002394
0.072000    +0.003767    -0.034026    -0.000796    +0.116928    +0.002394
0.072200    +0.003635    -0.034026    -0.000794    +0.116928    +0.002395
0.072400    +0.003580    -0.034025    -0.000793    +0.116929    +0.002395
0.072600    +0.003402    -0.034024    -0.000791    +0.116930    +0.002396
0.072800    +0.003527    -0.034024    -0.000789    +0.116930    +0.002396
0.073000    +0.003921    -0.034023    -0.000787    +0.116931    +0.002396
0.073200    +0.004358    -0.034022    -0.000785    +0.116932    +0.002396
0.073400    +0.004971    -0.034021    -0.000784    +0.116933    +0.002396
0.073600    +0.005182    -0.034020    -0.000782    +0.116934    +0.002396
0.073800    +0.005323    -0.034019    -0.000780    +0.116935    +0.002395
0.074000    +0.005724    -0.034018    -0.000779    +0.116936    +0.002395
0.074200    +0.005713    -0.034017    -0.000777    +0.116937    +0.002394
0.074400    +0.005663    -0.034015    -0.000776    +0.116939    +0.002394
0.074600    +0.005723    -0.034014    -0.000774    +0.116940    +0.002393
0.074800    +0.005646    -0.034013    -0.000773    +0.116941    +0.002392
0.075000    +0.005325    -0.034012    -0.000772    +0.116942    +0.002392
0.075200    +0.005196    -0.034011    -0.000770    +0.116943    +0.002391
0.075400    +0.004930    -0.034010    -0.000769    +0.116944    +0.002390
0.075600    +0.004449    -0.034009    -0.000768    +0.116945    +0.002390
0.075800    +0.003981    -0.034008    -0.000767    +0.116946    +0.002389
0.076000    +0.003717    -0.034008    -0.000766    +0.116946    +0.002388
0.076200    +0.003491    -0.034007    -0.000765    +0.116947    +0.002387
0.076400    +0.003530    -0.034006    -0.000763    +0.116948    +0.002387
0.076600    +0.003482    -0.034005    -0.000762    +0.116949    +0.002386
0.076800    +0.003542    -0.034005    -0.000761    +0.116949    +0.002385
0.077000    +0.003529    -0.034004    -0.000760    +0.116950    +0.002384
0.077200    +0.003450    -0.034003    -0.000759    +0.116951    +0.002382
0.077400    +0.003414    -0.034003    -0.000758    +0.116951    +0.002381
0.077600    +0.003358    -0.034002    -0.000757    +0.116952    +0.002380
0.077800    +0.003435    -0.034001    -0.000756    +0.116953    +0.002378
0.078000    +0.003430    -0.034001    -0.000755    +0.116953    +0.002377
0.078200    +0.003554    -0.034000    -0.000755    +0.116954    +0.002376
0.078400    +0.003669    -0.033999    -0.000754    +0.116955    +0.002374
