# This is the run log of LabScaleImpacts
# Experiment type: HOLSAPPLE1 (1)
# Time step used = 0.0002
# Top of regolith surface = 0.136654
# Impactor launch speed = 6.17
# Columns are (values in code units, d is penetration depth):
# [t]    [v_y]    [d]    [x]    [y]    [z]

0.078600    +0.003504    -0.033998    -0.000753    +0.116956    +0.002373
0.078800    +0.003513    -0.033998    -0.000753    +0.116956    +0.002371
0.079000    +0.003473    -0.033997    -0.000752    +0.116957    +0.002369
0.079200    +0.003409    -0.033996    -0.000751    +0.116958    +0.002368
0.079400    +0.003095    -0.033996    -0.000750    +0.116958    +0.002366
0.079600    +0.002814    -0.033995    -0.000750    +0.116959    +0.002364
0.079800    +0.002581    -0.033995    -0.000749    +0.116959    +0.002362
0.080000    +0.002669    -0.033994    -0.000748    +0.116960    +0.002360
0.080200    +0.002738    -0.033994    -0.000748    +0.116960    +0.002359
0.080400    +0.002687    -0.033993    -0.000747    +0.116961    +0.002357
0.080600    +0.002526    -0.033993    -0.000747    +0.116961    +0.002355
0.080800    +0.002408    -0.033992    -0.000746    +0.116962    +0.002353
0.081000    +0.002380    -0.033992    -0.000745    +0.116962    +0.002351
0.081200    +0.002858    -0.033991    -0.000745    +0.116963    +0.002349
0.081400    +0.003471    -0.033990    -0.000744    +0.116964    +0.002347
0.081600    +0.004237    -0.033990    -0.000744    +0.116964    +0.002345
0.081800    +0.004970    -0.033989    -0.000743    +0.116965    +0.002343
0.082000    +0.005222    -0.033988    -0.000743    +0.116966    +0.002341
0.082200    +0.005028    -0.033986    -0.000742    +0.116968    +0.002340
0.082400    +0.004903    -0.033986    -0.000742    +0.116968    +0.002338
0.082600    +0.004719    -0.033985    -0.000741    +0.116969    +0.002336
0.082800    +0.004562    -0.033984    -0.000741    +0.116970    +0.002334
0.083000    +0.004367    -0.033983    -0.000740    +0.116971    +0.002333
0.083200    +0.004148    -0.033982    -0.000740    +0.116972    +0.002331
0.083400    +0.003882    -0.033981    -0.000739    +0.116973    +0.002329
0.083600    +0.003642    -0.033980    -0.000739    +0.116974    +0.002327
0.083800    +0.003473    -0.033980    -0.000738    +0.116974    +0.002326
0.084000    +0.003295    -0.033979    -0.000738    +0.116975    +0.002324
0.084200    +0.003184    -0.033978    -0.000738    +0.116976    +0.002322
0.084400    +0.003047    -0.033978    -0.000737    +0.116976    +0.002320
0.084600    +0.003352    -0.033977    -0.000737    +0.116977    +0.002319
0.084800    +0.003794    -0.033976    -0.000737    +0.116978    +0.002317
0.085000    +0.004539    -0.033976    -0.000737    +0.116978    +0.002315
0.085200    +0.005145    -0.033975    -0.000737    +0.116979    +0.002314
0.085400    +0.005460    -0.033973    -0.000737    +0.116981    +0.002312
0.085600    +0.005762    -0.033972    -0.000737    +0.116982    +0.002311
0.085800    +0.006228    -0.033971    -0.000737    +0.116983    +0.002310
0.086000    +0.006090    -0.033970    -0.000737    +0.116984    +0.002308
0.086200    +0.005612    -0.033969    -0.000738    +0.116985    +0.002307
0.086400    +0.004698    -0.033968    -0.000738    +0.116986    +0.002306
0.086600    +0.003736    -0.033967    -0.000738    +0.116987    +0.002304
0.086800    +0.003091    -0.033966    -0.000739    +0.116988    +0.002303
0.087000    +0.002628    -0.033966    -0.000739    +0.116988    +0.002302
0.087200    +0.002398    -0.033965    -0.000740    +0.116989    +0.002301
0.087400    +0.002147    -0.033965    -0.000740    +0.116989    +0.002299
0.087600    +0.001880    -0.033964    -0.000741    +0.116990    +0.002298
0.087800    +0.001648    -0.033964    -0.000741    +0.116990    +0.002296
0.088000    +0.001487    -0.033964    -0.000742    +0.116990    +0.002295
0.088200    +0.001330    -0.033964    -0.000742    +0.116990    +0.002293
0.088400    +0.001449    -0.033963    -0.000743    +0.116991    +0.002291
0.088600    +0.001465    -0.033963    -0.000744    +0.116991    +0.002290
0.088800    +0.001452    -0.033963    -0.000744    +0.116991    +0.002288
0.089000    +0.001446    -0.033962    -0.000745    +0.116992    +0.002286
0.089200    +0.001494    -0.033962    -0.000745    +0.116992    +0.002285
0.089400    +0.001498    -0.033962    -0.000746    +0.116992    +0.002283
0.089600    +0.001521    -0.033962    -0.000746    +0.116992    +0.002281
0.089800    +0.001357    -0.033961    -0.000747    +0.116993    +0.002279
0.090000    +0.001278    -0.033961    -0.000747    +0.116993    +0.002277
0.090200    +0.001040    -0.033961    -0.000747    +0.116993    +0.002275
0.090400    +0.000626    -0.033961    -0.000748    +0.116993    +0.002273
0.090600    +0.000499    -0.033961    -0.000748    +0.116993    +0.002271
0.090800    +0.000290    -0.033961    -0.000748    +0.116993    +0.002269
0.091000    -0.000178    -0.033961    -0.000749    +0.116993    +0.002267
0.091200    -0.000444    -0.033961    -0.000749    +0.116993    +0.002265
0.091400    -0.000499    -0.033961    -0.000750    +0.116993    +0.002263
0.091600    -0.000602    -0.033961    -0.000750    +0.116993    +0.002261
0.091800    -0.000839    -0.033961    -0.000751    +0.116993    +0.002259
0.092000    -0.001036    -0.033961    -0.000751    +0.116993    +0.002257
0.092200    -0.000982    -0.033961    -0.000752    +0.116993    +0.002255
0.092400    -0.000871    -0.033962    -0.000752    +0.116992    +0.002253
0.092600    -0.000847    -0.033962    -0.000753    +0.116992    +0.002252
0.092800    -0.000818    -0.033962    -0.000753    +0.116992    +0.002250
0.093000    -0.000677    -0.033962    -0.000754    +0.116992    +0.002248
0.093200    -0.000596    -0.033962    -0.000755    +0.116992    +0.002246
0.093400    -0.000533    -0.033962    -0.000755    +0.116992    +0.002244
0.093600    -0.000412    -0.033962    -0.000756    +0.116992    +0.002242
0.093800    -0.000527    -0.033962    -0.000757    +0.116992    +0.002240
0.094000    -0.000736    -0.033963    -0.000758    +0.116991    +0.002238
0.094200    -0.001066    -0.033963    -0.000758    +0.116991    +0.002237
0.094400    -0.001573    -0.033963    -0.000759    +0.116991    +0.002235
0.094600    -0.002033    -0.033964    -0.000760    +0.116990    +0.002233
0.094800    -0.002325    -0.033964    -0.000761    +0.116990    +0.002231
0.095000    -0.002622    -0.033965    -0.000761    +0.116989    +0.002230
0.095200    -0.002553    -0.033965    -0.000762    +0.116989    +0.002228
0.095400    -0.002811    -0.033966    -0.000763    +0.116988    +0.002227
0.095600    -0.002838    -0.033966    -0.000764    +0.116988    +0.002225
0.095800    -0.002723    -0.033967    -0.000765    +0.116987    +0.002224
0.096000    -0.002742    -0.033967    -0.000766    +0.116987    +0.002222
0.096200    -0.002937    -0.033968    -0.000767    +0.116986    +0.002221
0.096400    -0.003094    -0.033968    -0.000768    +0.116986    +0.002219
0.096600    -0.003182    -0.033969    -0.000769    +0.116985    +0.002218
0.096800    -0.003250    -0.033970    -0.000770    +0.116984    +0.002216
0.097000    -0.003335    -0.033970    -0.000771    +0.116984    +0.002215
0.097200    -0.003119    -0.033971    -0.000773    +0.116983    +0.002213
0.097401    -0.003100    -0.033972    -0.000774    +0.116982    +0.002212
0.097601    -0.003101    -0.033972    -0.000775    +0.116982    +0.002210
0.097801    -0.003040    -0.033973    -0.000777    +0.116981    +0.002208
0.098001    -0.003085    -0.033974    -0.000778    +0.116980    +0.002207
0.098201    -0.003307    -0.033974    -0.000779    +0.116980    +0.002205
0.098401    -0.003486    -0.033975    -0.000781    +0.116979    +0.002203
0.098601    -0.003650    -0.033976    -0.000782    +0.116978    +0.002202
0.098801    -0.003732    -0.033976    -0.000784    +0.116978    +0.002200
0.099001    -0.003782    -0.033977    -0.000785    +0.116977    +0.002198
0.099201    -0.003823    -0.033978    -0.000787    +0.116976    +0.002196
0.099401    -0.003891    -0.033979    -0.000788    +0.116975    +0.002195
0.099601    -0.004152    -0.033979    -0.000790    +0.116975    +0.002193
0.099801    -0.004338    -0.033980    -0.000792    +0.116974    +0.002191
0.100001    -0.004342    -0.033981    -0.000793    +0.116973    +0.002189
0.100201    -0.004486    -0.033982    -0.000795    +0.116972    +0.002187
0.100401    -0.004329    -0.033983    -0.000797    +0.116971    +0.002185
0.100601    -0.004187    -0.033984    -0.000798    +0.116970    +0.002183
0.100801    -0.004268    -0.033985    -0.000800    +0.116969    +0.002182
0.101001    -0.004439    -0.033986    -0.000802    +0.116968    +0.002180
0.101201    -0.004679    -0.033986    -0.000804    +0.116968    +0.002178
0.101401    -0.004871    -0.033987    -0.000806    +0.116967    +0.002177
0.101601    -0.005155    -0.033988    -0.000808    +0.116966    +0.002175
0.101801    -0.005292    -0.033990    -0.000810    +0.116964    +0.002173
0.102001    -0.005387    -0.033991    -0.000812    +0.116963    +0.002172
0.102201    -0.005407    -0.033992    -0.000815    +0.116962    +0.002170
0.102401    -0.005540    -0.033993    -0.000817    +0.116961    +0.002168
0.102601    -0.005563    -0.033994    -0.000819    +0.116960    +0.002166
0.102801    -0.005657    -0.033995    -0.000821    +0.116959    +0.002165
0.103001    -0.005915    -0.033996    -0.000824    +0.116958    +0.002163
0.103201    -0.006202    -0.033997    -0.000826    +0.116957    +0.002161
0.103401    -0.006433    -0.033999    -0.000828    +0.116955    +0.002159
0.103601    -0.006474    -0.034000    -0.000831    +0.116954    +0.002157
0.103801    -0.006446    -0.034001    -0.000833    +0.116953    +0.002155
0.104001    -0.006413    -0.034003    -0.000836    +0.116951    +0.002153
0.104201    -0.006297    -0.034004    -0.000838    +0.116950    +0.002150
0.104401    -0.006294    -0.034005    -0.000841    +0.116949    +0.002148
0.104601    -0.006297    -0.034006    -0.000843    +0.116948    +0.002146
0.104801    -0.006696    -0.034008    -0.000845    +0.116946    +0.002144
0.105001    -0.006747    -0.034009    -0.000848    +0.116945    +0.002142
0.105201    -0.006273    -0.034010    -0.000850    +0.116944    +0.002140
0.105401    -0.005800    -0.034011    -0.000853    +0.116943    +0.002137
0.105601    -0.005077    -0.034012    -0.000856    +0.116942    +0.002135
0.105801    -0.004566    -0.034013    -0.000858    +0.116941    +0.002133
0.106001    -0.004179    -0.034014    -0.000861    +0.116940    +0.002131
0.106201    -0.003730    -0.034015    -0.000864    +0.116939    +0.002129
0.106401    -0.003521    -0.034016    -0.000866    +0.116938    +0.002126
0.106601    -0.003335    -0.034016    -0.000869    +0.116938    +0.002124
0.106801    -0.003456    -0.034017    -0.000872    +0.116937    +0.002122
0.107001    -0.003595    -0.034018    -0.000875    +0.116936    +0.002119
0.107201    -0.003797    -0.034018    -0.000877    +0.116936    +0.002117
0.107401    -0.003705    -0.034019    -0.000880    +0.116935    +0.002115
0.107601    -0.003078    -0.034020    -0.000882    +0.116934    +0.002113
0.107801    -0.002384    -0.034020    -0.000885    +0.116934    +0.002111
0.108001    -0.002004    -0.034021    -0.000887    +0.116933    +0.002108
0.108201    -0.001716    -0.034021    -0.000889    +0.116933    +0.002106
0.108401    -0.001489    -0.034021    -0.000892    +0.116933    +0.002104
0.108601    -0.001214    -0.034022    -0.000894    +0.116932    +0.002102
0.108801    -0.000846    -0.034022    -0.000896    +0.116932    +0.002099
0.109001    -0.000563    -0.034022    -0.000898    +0.116932    +0.002097
0.109201    -0.000577    -0.034022    -0.000900    +0.116932    +0.002095
0.109401    -0.000716    -0.034022    -0.000902    +0.116932    +0.002093
0.109601    -0.000839    -0.034022    -0.000904    +0.116932    +0.002091
0.109801    -0.001078    -0.034022    -0.000906    +0.116932    +0.002089
0.110001    -0.001307    -0.034023    -0.000908    +0.116931    +0.002087
0.110201    -0.001302    -0.034023    -0.000910    +0.116931    +0.002085
0.110401    -0.001492    -0.034023    -0.000912    +0.116931    +0.002083
0.110601    -0.001456    -0.034024    -0.000914    +0.116930    +0.002081
0.110801    -0.001447    -0.034024    -0.000915    +0.116930    +0.002079
0.111001    -0.001501    -0.034024    -0.000917    +0.116930    +0.002077
0.111201    -0.001476    -0.034024    -0.000919    +0.116930    +0.002075
0.111401    -0.001367    -0.034025    -0.000921    +0.116929    +0.002072
0.111601    -0.001337    -0.034025    -0.000922    +0.116929    +0.002070
0.111801    -0.001222    -0.034025    -0.000924    +0.116929    +0.002068
0.112001    -0.001141    -0.034025    -0.000925    +0.116929    +0.002066
0.112201    -0.001251    -0.034026    -0.000927    +0.116928    +0.002064
0.112401    -0.001257    -0.034026    -0.000929    +0.116928    +0.002062
0.112601    -0.001260    -0.034026    -0.000930    +0.116928    +0.002060
0.112801    -0.001327    -0.034027    -0.000932    +0.116927    +0.002058
0.113001    -0.001310    -0.034027    -0.000933    +0.116927    +0.002056
0.113201    -0.001206    -0.034027    -0.000934    +0.116927    +0.002054
0.113401    -0.001030    -0.034027    -0.000936    +0.116927    +0.002052
0.113601    -0.000876    -0.034027    -0.000937    +0.116927    +0.002050
0.113801    -0.000764    -0.034028    -0.000939    +0.116926    +0.002048
0.114001    -0.000576    -0.034028    -0.000940    +0.116926    +0.002046
0.114201    -0.000384    -0.034028    -0.000941    +0.116926    +0.002044
0.114401    -0.000301    -0.034028    -0.000943    +0.116926    +0.002042
0.114601    -0.000011    -0.034028    -0.000944    +0.116926    +0.002040
0.114801    +0.000224    -0.034028    -0.000945    +0.116926    +0.002038
0.115001    +0.000459    -0.034028    -0.000946    +0.116926    +0.002036
0.115201    +0.000539    -0.034028    -0.000948    +0.116926    +0.002034
0.115401    +0.000517    -0.034028    -0.000949    +0.116926    +0.002032
0.115601    +0.000270    -0.034027    -0.000950    +0.116927    +0.002030
0.115801    +0.000150    -0.034027    -0.000952    +0.116927    +0.002028
0.116001    +0.000245    -0.034027    -0.000953    +0.116927    +0.002026
0.116201    +0.000255    -0.034027    -0.000955    +0.116927    +0.002024
0.116401    +0.000116    -0.034027    -0.000956    +0.116927    +0.002022
0.116601    -0.000259    -0.034027    -0.000958    +0.116927    +0.002020
0.116801    -0.000611    -0.034027    -0.000960    +0.116927    +0.002018
0.117001    -0.000827    -0.034028    -0.000961    +0.116926    +0.002016
0.117201    -0.001118    -0.034028    -0.000963    +0.116926    +0.002014
0.117401    -0.001227    -0.034028    -0.000964    +0.116926    +0.002011
0.117601    -0.001293    -0.034028    -0.000966    +0.116926    +0.002009
0.117801    -0.001278    -0.034029    -0.000967    +0.116925    +0.002007
0.118001    -0.001267    -0.034029    -0.000969    +0.116925    +0.002005
0.118201    -0.001355    -0.034029    -0.000971    +0.116925    +0.002003
0.118401    -0.001420    -0.034029    -0.000972    +0.116925    +0.002001
0.118601    -0.001509    -0.034030    -0.000974    +0.116924    +0.002000
0.118801    -0.001585    -0.034030    -0.000975    +0.116924    +0.001998
0.119001    -0.001643    -0.034030    -0.000976    +0.116924    +0.001996
0.119201    -0.001792    -0.034031    -0.000978    +0.116923    +0.001994
0.119401    -0.002040    -0.034031    -0.000979    +0.116923    +0.001992
0.119601    -0.002151    -0.034032    -0.000981    +0.116922    +0.001990
0.119801    -0.002293    -0.034032    -0.000982    +0.116922    +0.001988
0.120001    -0.002332    -0.034033    -0.000984    +0.116921    +0.001987
0.120201    -0.002024    -0.034033    -0.000985    +0.116921    +0.001985
0.120401    -0.001563    -0.034033    -0.000986    +0.116921    +0.001982
0.120601    -0.001213    -0.034034    -0.000988    +0.116921    +0.001980
0.120801    -0.001083    -0.034034    -0.000989    +0.116920    +0.001978
0.121001    -0.001160    -0.034034    -0.000990    +0.116920    +0.001976
0.121201    -0.001054    -0.034034    -0.000991    +0.116920    +0.001974
0.121401    -0.001031    -0.034034    -0.000993    +0.116920    +0.001972
0.121601    -0.001045    -0.034035    -0.000994    +0.116919    +0.001969
0.121801    -0.001123    -0.034035    -0.000995    +0.116919    +0.001967
0.122001    -0.001344    -0.034035    -0.000997    +0.116919    +0.001965
0.122201    -0.001285    -0.034035    -0.000998    +0.116919    +0.001963
0.122401    -0.001300    -0.034036    -0.000999    +0.116918    +0.001961
0.122601    -0.001186    -0.034036    -0.001001    +0.116918    +0.001959
0.122801    -0.001132    -0.034036    -0.001002    +0.116918    +0.001957
0.123001    -0.001068    -0.034036    -0.001003    +0.116918    +0.001955
0.123201    -0.001043    -0.034036    -0.001004    +0.116918    +0.001953
0.123401    -0.000931    -0.034037    -0.001006    +0.116917    +0.001951
0.123601    -0.000814    -0.034037    -0.001007    +0.116917    +0.001949
0.123801    -0.000697    -0.034037    -0.001008    +0.116917    +0.001946
0.124001    -0.000712    -0.034037    -0.001009    +0.116917    +0.001944
0.124201    -0.000809    -0.034037    -0.001010    +0.116917    +0.001942
0.124401    -0.000950    -0.034037    -0.001012    +0.116917    +0.001940
0.124601    -0.001032    -0.034038    -0.001013    +0.116916    +0.001938
0.124801    -0.001141    -0.034038    -0.001014    +0.116916    +0.001935
0.125001    -0.001014    -0.034038    -0.001015    +0.116916    +0.001933
0.125201    -0.001012    -0.034038    -0.001017    +0.116916    +0.001931
0.125401    -0.001034    -0.034038    -0.001018    +0.116916    +0.001929
0.125601    -0.001133    -0.034039    -0.001019    +0.116915    +0.001927
0.125801    -0.001163    -0.034039    -0.001020    +0.116915    +0.001925
0.126001    -0.001217    -0.034039    -0.001021    +0.116915    +0.001923
0.126201    -0.001481    -0.034039    -0.001022    +0.116915    +0.001920
0.126401    -0.001831    -0.034040    -0.001024    +0.116914    +0.001918
0.126601    -0.002300    -0.034040    -0.001025    +0.116914    +0.001916
0.126801    -0.002481    -0.034041    -0.001026    +0.116913    +0.001914
0.127001    -0.002562    -0.034041    -0.001028    +0.116913    +0.001912
0.127201    -0.002515    -0.034042    -0.001029    +0.116912    +0.001910
0.127401    -0.002399    -0.034042    -0.001030    +0.116912    +0.001908
0.127601    -0.002340    -0.034043    -0.001032    +0.116911    +0.001906
0.127801    -0.002322    -0.034043    -0.001033    +0.116911    +0.001904
0.128001    -0.002298    -0.034044    -0.001034    +0.116910    +0.001902
0.128201    -0.002214    -0.034044    -0.001036    +0.116910    +0.001900
0.128401    -0.002167    -0.034045    -0.001037    +0.116909    +0.001898
0.128601    -0.002149    -0.034045    -0.001039    +0.116909    +0.001895
0.128801    -0.002254    -0.034045    -0.001041    +0.116909    +0.001893
0.129001    -0.002345    -0.034046    -0.001042    +0.116908    +0.001891
0.129201    -0.002501    -0.034046    -0.001044    +0.116908    +0.001889
