# This is the run log of LabScaleImpacts
# Experiment type: HOLSAPPLE1 (1)
# Time step used = 0.0002
# Top of regolith surface = 0.136654
# Impactor launch speed = 6.92
# Columns are (values in code units, d is penetration depth):
# [t]    [v_y]    [d]    [x]    [y]    [z]

0.037000    -0.058485    -0.034164    -0.000270    +0.116790    +0.000998
0.037200    -0.056565    -0.034175    -0.000252    +0.116779    +0.001017
0.037400    -0.054165    -0.034186    -0.000234    +0.116768    +0.001035
0.037600    -0.051723    -0.034196    -0.000216    +0.116758    +0.001052
0.037800    -0.049278    -0.034206    -0.000198    +0.116748    +0.001070
0.038000    -0.047119    -0.034216    -0.000180    +0.116738    +0.001086
0.038200    -0.045199    -0.034225    -0.000162    +0.116729    +0.001103
0.038400    -0.043502    -0.034233    -0.000144    +0.116721    +0.001119
0.038600    -0.041932    -0.034242    -0.000126    +0.116712    +0.001134
0.038800    -0.040322    -0.034250    -0.000108    +0.116704    +0.001149
0.039000    -0.038311    -0.034257    -0.000089    +0.116697    +0.001164
0.039200    -0.036597    -0.034265    -0.000071    +0.116689    +0.001179
0.039400    -0.034856    -0.034272    -0.000053    +0.116682    +0.001193
0.039600    -0.033432    -0.034278    -0.000035    +0.116676    +0.001207
0.039800    -0.031954    -0.034285    -0.000017    +0.116669    +0.001221
0.040000    -0.030564    -0.034291    +0.000001    +0.116663    +0.001234
0.040200    -0.029249    -0.034297    +0.000019    +0.116657    +0.001248
0.040400    -0.027942    -0.034302    +0.000036    +0.116652    +0.001261
0.040600    -0.026915    -0.034308    +0.000054    +0.116646    +0.001274
0.040800    -0.026063    -0.034313    +0.000072    +0.116641    +0.001287
0.041000    -0.025356    -0.034318    +0.000090    +0.116636    +0.001300
0.041200    -0.024702    -0.034323    +0.000108    +0.116631    +0.001312
0.041400    -0.024058    -0.034328    +0.000126    +0.116626    +0.001325
0.041600    -0.023273    -0.034332    +0.000144    +0.116622    +0.001337
0.041800    -0.022137    -0.034337    +0.000162    +0.116617    +0.001350
0.042000    -0.020731    -0.034341    +0.000179    +0.116613    +0.001362
0.042200    -0.019398    -0.034345    +0.000197    +0.116609    +0.001373
0.042400    -0.018442    -0.034349    +0.000214    +0.116605    +0.001385
0.042600    -0.017576    -0.034352    +0.000232    +0.116602    +0.001396
0.042800    -0.017030    -0.034355    +0.000249    +0.116599    +0.001407
0.043000    -0.016726    -0.034359    +0.000267    +0.116595    +0.001418
0.043200    -0.016687    -0.034362    +0.000284    +0.116592    +0.001429
0.043400    -0.016851    -0.034365    +0.000302    +0.116589    +0.001440
0.043600    -0.017103    -0.034369    +0.000319    +0.116585    +0.001450
0.043800    -0.017284    -0.034372    +0.000336    +0.116582    +0.001461
0.044000    -0.017396    -0.034376    +0.000354    +0.116578    +0.001471
0.044200    -0.017319    -0.034379    +0.000371    +0.116575    +0.001481
0.044400    -0.017101    -0.034383    +0.000388    +0.116571    +0.001491
0.044600    -0.016707    -0.034386    +0.000405    +0.116568    +0.001502
0.044800    -0.016055    -0.034389    +0.000422    +0.116565    +0.001512
0.045000    -0.015347    -0.034392    +0.000439    +0.116562    +0.001521
0.045200    -0.014733    -0.034395    +0.000456    +0.116559    +0.001531
0.045400    -0.014130    -0.034398    +0.000473    +0.116556    +0.001541
0.045600    -0.013607    -0.034401    +0.000490    +0.116553    +0.001550
0.045800    -0.013224    -0.034404    +0.000508    +0.116550    +0.001560
0.046000    -0.012846    -0.034406    +0.000525    +0.116548    +0.001569
0.046200    -0.012478    -0.034409    +0.000542    +0.116545    +0.001578
0.046400    -0.012264    -0.034411    +0.000559    +0.116543    +0.001587
0.046600    -0.012130    -0.034413    +0.000576    +0.116541    +0.001596
0.046800    -0.012068    -0.034416    +0.000593    +0.116538    +0.001604
0.047000    -0.011809    -0.034418    +0.000610    +0.116536    +0.001613
0.047200    -0.011388    -0.034420    +0.000627    +0.116534    +0.001622
0.047400    -0.010966    -0.034423    +0.000644    +0.116531    +0.001630
0.047600    -0.010728    -0.034425    +0.000661    +0.116529    +0.001639
0.047800    -0.010498    -0.034427    +0.000678    +0.116527    +0.001647
0.048000    -0.010041    -0.034429    +0.000695    +0.116525    +0.001656
0.048200    -0.009559    -0.034431    +0.000712    +0.116523    +0.001664
0.048400    -0.009209    -0.034433    +0.000729    +0.116521    +0.001672
0.048600    -0.008988    -0.034434    +0.000746    +0.116520    +0.001680
0.048800    -0.008913    -0.034436    +0.000763    +0.116518    +0.001689
0.049000    -0.008841    -0.034438    +0.000780    +0.116516    +0.001697
0.049200    -0.008700    -0.034440    +0.000797    +0.116514    +0.001705
0.049400    -0.008558    -0.034441    +0.000814    +0.116513    +0.001713
0.049600    -0.008440    -0.034443    +0.000831    +0.116511    +0.001721
0.049800    -0.008500    -0.034445    +0.000848    +0.116509    +0.001728
0.050000    -0.008766    -0.034447    +0.000865    +0.116507    +0.001736
0.050200    -0.009152    -0.034448    +0.000882    +0.116506    +0.001744
0.050400    -0.009581    -0.034450    +0.000899    +0.116504    +0.001752
0.050600    -0.009893    -0.034452    +0.000916    +0.116502    +0.001759
0.050800    -0.010213    -0.034454    +0.000933    +0.116500    +0.001767
0.051000    -0.010618    -0.034456    +0.000950    +0.116498    +0.001774
0.051200    -0.010951    -0.034459    +0.000967    +0.116495    +0.001782
0.051400    -0.011042    -0.034461    +0.000983    +0.116493    +0.001790
0.051600    -0.010997    -0.034463    +0.001000    +0.116491    +0.001797
0.051800    -0.010805    -0.034465    +0.001017    +0.116489    +0.001805
0.052000    -0.010634    -0.034467    +0.001034    +0.116487    +0.001812
0.052200    -0.010413    -0.034469    +0.001051    +0.116485    +0.001820
0.052400    -0.010232    -0.034471    +0.001068    +0.116483    +0.001828
0.052600    -0.010511    -0.034474    +0.001084    +0.116480    +0.001835
0.052800    -0.010911    -0.034476    +0.001101    +0.116478    +0.001843
0.053000    -0.011279    -0.034478    +0.001118    +0.116476    +0.001851
0.053200    -0.011416    -0.034480    +0.001134    +0.116474    +0.001858
0.053400    -0.011414    -0.034482    +0.001151    +0.116472    +0.001866
0.053600    -0.011657    -0.034485    +0.001167    +0.116469    +0.001873
0.053800    -0.011726    -0.034487    +0.001184    +0.116467    +0.001881
0.054000    -0.011618    -0.034489    +0.001201    +0.116465    +0.001888
0.054200    -0.011460    -0.034492    +0.001217    +0.116462    +0.001895
0.054400    -0.011471    -0.034494    +0.001234    +0.116460    +0.001903
0.054600    -0.011553    -0.034496    +0.001250    +0.116458    +0.001910
0.054800    -0.011434    -0.034499    +0.001267    +0.116455    +0.001918
0.055000    -0.011363    -0.034501    +0.001283    +0.116453    +0.001925
0.055200    -0.011390    -0.034503    +0.001300    +0.116451    +0.001932
0.055400    -0.011565    -0.034505    +0.001316    +0.116449    +0.001940
0.055600    -0.011525    -0.034508    +0.001333    +0.116446    +0.001947
0.055800    -0.011446    -0.034510    +0.001349    +0.116444    +0.001955
0.056000    -0.011290    -0.034512    +0.001365    +0.116442    +0.001962
0.056200    -0.011190    -0.034515    +0.001382    +0.116439    +0.001969
0.056400    -0.011210    -0.034517    +0.001398    +0.116437    +0.001976
0.056600    -0.011206    -0.034519    +0.001415    +0.116435    +0.001983
0.056800    -0.011215    -0.034521    +0.001431    +0.116433    +0.001990
0.057000    -0.011031    -0.034523    +0.001448    +0.116431    +0.001997
0.057200    -0.011106    -0.034526    +0.001464    +0.116428    +0.002004
0.057400    -0.011131    -0.034528    +0.001481    +0.116426    +0.002011
0.057600    -0.011104    -0.034530    +0.001497    +0.116424    +0.002019
0.057800    -0.011038    -0.034532    +0.001514    +0.116422    +0.002026
0.058000    -0.010999    -0.034535    +0.001531    +0.116419    +0.002032
0.058200    -0.010999    -0.034537    +0.001547    +0.116417    +0.002039
0.058400    -0.011024    -0.034539    +0.001564    +0.116415    +0.002046
0.058600    -0.011076    -0.034541    +0.001581    +0.116413    +0.002053
0.058800    -0.011113    -0.034543    +0.001597    +0.116411    +0.002059
0.059000    -0.011005    -0.034546    +0.001614    +0.116408    +0.002066
0.059200    -0.010810    -0.034548    +0.001631    +0.116406    +0.002072
0.059400    -0.010684    -0.034550    +0.001648    +0.116404    +0.002079
0.059600    -0.010566    -0.034552    +0.001664    +0.116402    +0.002085
0.059800    -0.010626    -0.034554    +0.001681    +0.116400    +0.002092
0.060000    -0.010395    -0.034556    +0.001698    +0.116398    +0.002098
0.060200    -0.010267    -0.034558    +0.001715    +0.116396    +0.002104
0.060400    -0.010272    -0.034560    +0.001732    +0.116394    +0.002111
0.060600    -0.010243    -0.034562    +0.001749    +0.116392    +0.002117
0.060800    -0.010188    -0.034564    +0.001766    +0.116390    +0.002123
0.061000    -0.010090    -0.034566    +0.001783    +0.116388    +0.002130
0.061200    -0.009931    -0.034568    +0.001800    +0.116386    +0.002136
0.061400    -0.009906    -0.034570    +0.001817    +0.116384    +0.002142
0.061600    -0.009767    -0.034572    +0.001834    +0.116382    +0.002148
0.061800    -0.009576    -0.034574    +0.001851    +0.116380    +0.002154
0.062000    -0.009203    -0.034576    +0.001869    +0.116378    +0.002161
0.062200    -0.008938    -0.034578    +0.001886    +0.116376    +0.002167
0.062400    -0.008862    -0.034580    +0.001903    +0.116374    +0.002173
0.062600    -0.008710    -0.034581    +0.001920    +0.116373    +0.002179
0.062800    -0.008733    -0.034583    +0.001937    +0.116371    +0.002185
0.063000    -0.008424    -0.034585    +0.001955    +0.116369    +0.002191
0.063200    -0.008147    -0.034586    +0.001972    +0.116368    +0.002196
0.063400    -0.007894    -0.034588    +0.001989    +0.116366    +0.002202
0.063600    -0.007737    -0.034590    +0.002007    +0.116365    +0.002208
0.063800    -0.007851    -0.034591    +0.002024    +0.116363    +0.002213
0.064000    -0.008072    -0.034593    +0.002042    +0.116361    +0.002219
0.064200    -0.008380    -0.034594    +0.002059    +0.116360    +0.002224
0.064400    -0.008820    -0.034596    +0.002077    +0.116358    +0.002230
0.064600    -0.009151    -0.034598    +0.002095    +0.116356    +0.002236
0.064800    -0.009392    -0.034600    +0.002112    +0.116354    +0.002241
0.065000    -0.009626    -0.034602    +0.002130    +0.116352    +0.002247
0.065200    -0.009841    -0.034604    +0.002147    +0.116350    +0.002252
0.065400    -0.010143    -0.034606    +0.002165    +0.116348    +0.002258
0.065600    -0.010306    -0.034608    +0.002183    +0.116346    +0.002264
0.065800    -0.010468    -0.034610    +0.002200    +0.116344    +0.002269
0.066000    -0.010624    -0.034612    +0.002218    +0.116342    +0.002275
0.066200    -0.010898    -0.034614    +0.002236    +0.116340    +0.002280
0.066400    -0.011291    -0.034616    +0.002254    +0.116338    +0.002286
0.066600    -0.011701    -0.034619    +0.002271    +0.116335    +0.002291
0.066800    -0.011982    -0.034621    +0.002289    +0.116333    +0.002297
0.067000    -0.011000    -0.034623    +0.002307    +0.116331    +0.002302
0.067200    -0.008992    -0.034625    +0.002324    +0.116329    +0.002308
0.067400    -0.006535    -0.034627    +0.002342    +0.116327    +0.002314
0.067600    -0.004285    -0.034627    +0.002359    +0.116327    +0.002320
0.067800    -0.002935    -0.034628    +0.002376    +0.116326    +0.002327
0.068000    -0.002148    -0.034628    +0.002394    +0.116326    +0.002333
0.068200    -0.002005    -0.034629    +0.002411    +0.116325    +0.002340
0.068400    -0.002168    -0.034629    +0.002428    +0.116325    +0.002347
0.068600    -0.002401    -0.034630    +0.002445    +0.116324    +0.002353
0.068800    -0.002594    -0.034630    +0.002462    +0.116324    +0.002360
0.069000    -0.002601    -0.034631    +0.002479    +0.116323    +0.002367
0.069200    -0.002628    -0.034631    +0.002496    +0.116323    +0.002374
0.069400    -0.002569    -0.034632    +0.002513    +0.116322    +0.002381
0.069600    -0.002585    -0.034632    +0.002530    +0.116322    +0.002388
0.069800    -0.002469    -0.034633    +0.002547    +0.116321    +0.002395
0.070000    -0.002429    -0.034633    +0.002564    +0.116321    +0.002401
0.070200    -0.002407    -0.034634    +0.002581    +0.116320    +0.002408
0.070400    -0.002564    -0.034634    +0.002598    +0.116320    +0.002415
0.070600    -0.002707    -0.034635    +0.002615    +0.116319    +0.002421
0.070800    -0.002618    -0.034635    +0.002632    +0.116319    +0.002428
0.071000    -0.002345    -0.034636    +0.002650    +0.116318    +0.002434
0.071200    -0.002141    -0.034636    +0.002667    +0.116318    +0.002441
0.071400    -0.002045    -0.034636    +0.002684    +0.116318    +0.002447
0.071600    -0.001890    -0.034637    +0.002701    +0.116317    +0.002454
0.071800    -0.001611    -0.034637    +0.002719    +0.116317    +0.002460
0.072000    -0.001485    -0.034637    +0.002736    +0.116317    +0.002466
0.072200    -0.001508    -0.034638    +0.002753    +0.116316    +0.002473
0.072400    -0.001544    -0.034638    +0.002771    +0.116316    +0.002479
0.072600    -0.001354    -0.034638    +0.002788    +0.116316    +0.002486
0.072800    -0.001210    -0.034639    +0.002805    +0.116315    +0.002492
0.073000    -0.001430    -0.034639    +0.002823    +0.116315    +0.002498
0.073200    -0.001503    -0.034639    +0.002840    +0.116315    +0.002504
0.073400    -0.001623    -0.034639    +0.002858    +0.116315    +0.002510
0.073600    -0.001907    -0.034640    +0.002875    +0.116314    +0.002517
0.073800    -0.001985    -0.034640    +0.002893    +0.116314    +0.002523
0.074000    -0.001638    -0.034641    +0.002910    +0.116313    +0.002529
0.074200    -0.001331    -0.034641    +0.002928    +0.116313    +0.002535
0.074400    -0.001096    -0.034641    +0.002946    +0.116313    +0.002541
0.074600    -0.000926    -0.034641    +0.002963    +0.116313    +0.002548
0.074800    -0.000974    -0.034641    +0.002981    +0.116313    +0.002554
0.075000    -0.001139    -0.034642    +0.002998    +0.116312    +0.002560
0.075200    -0.001437    -0.034642    +0.003016    +0.116312    +0.002567
0.075400    -0.001850    -0.034642    +0.003034    +0.116312    +0.002573
0.075600    -0.002228    -0.034643    +0.003051    +0.116311    +0.002580
0.075800    -0.002399    -0.034643    +0.003069    +0.116311    +0.002586
0.076000    -0.002547    -0.034644    +0.003086    +0.116310    +0.002592
0.076200    -0.002753    -0.034644    +0.003104    +0.116310    +0.002599
0.076400    -0.002950    -0.034645    +0.003121    +0.116309    +0.002605
0.076600    -0.003168    -0.034645    +0.003139    +0.116309    +0.002612
0.076800    -0.003259    -0.034646    +0.003156    +0.116308    +0.002618
0.077000    -0.003290    -0.034647    +0.003174    +0.116307    +0.002624
0.077200    -0.003298    -0.034647    +0.003192    +0.116307    +0.002630
0.077400    -0.003363    -0.034648    +0.003209    +0.116306    +0.002637
0.077600    -0.003339    -0.034649    +0.003227    +0.116305    +0.002643
0.077800    -0.003439    -0.034649    +0.003244    +0.116305    +0.002649
0.078000    -0.003667    -0.034650    +0.003262    +0.116304    +0.002655
0.078200    -0.003809    -0.034651    +0.003280    +0.116303    +0.002661
0.078400    -0.004040    -0.034652    +0.003297    +0.116302    +0.002667
