# This is the run log of LabScaleImpacts
# Experiment type: HOLSAPPLE1 (1)
# Time step used = 0.0002
# Top of regolith surface = 0.136654
# Impactor launch speed = 4.3
# Columns are (values in code units, d is penetration depth):
# [t]    [v_y]    [d]    [x]    [y]    [z]

0.037000    -0.108220    -0.028949    -0.003283    +0.122005    +0.000755
0.037200    -0.107149    -0.028970    -0.003273    +0.121984    +0.000774
0.037400    -0.106339    -0.028991    -0.003263    +0.121963    +0.000793
0.037600    -0.105828    -0.029013    -0.003253    +0.121941    +0.000812
0.037800    -0.105419    -0.029034    -0.003242    +0.121920    +0.000831
0.038000    -0.104697    -0.029055    -0.003231    +0.121899    +0.000850
0.038200    -0.103906    -0.029075    -0.003220    +0.121879    +0.000869
0.038400    -0.103478    -0.029096    -0.003209    +0.121858    +0.000887
0.038600    -0.103004    -0.029117    -0.003198    +0.121837    +0.000906
0.038800    -0.102461    -0.029137    -0.003186    +0.121817    +0.000924
0.039000    -0.101809    -0.029157    -0.003174    +0.121797    +0.000943
0.039200    -0.101222    -0.029178    -0.003162    +0.121776    +0.000961
0.039400    -0.100855    -0.029198    -0.003150    +0.121756    +0.000980
0.039600    -0.100623    -0.029218    -0.003137    +0.121736    +0.000998
0.039800    -0.100445    -0.029238    -0.003125    +0.121716    +0.001016
0.040000    -0.100032    -0.029258    -0.003112    +0.121696    +0.001034
0.040200    -0.099289    -0.029278    -0.003099    +0.121676    +0.001052
0.040400    -0.098509    -0.029298    -0.003085    +0.121656    +0.001070
0.040600    -0.097552    -0.029317    -0.003072    +0.121637    +0.001088
0.040800    -0.096721    -0.029337    -0.003059    +0.121617    +0.001106
0.041000    -0.095887    -0.029356    -0.003045    +0.121598    +0.001123
0.041200    -0.094939    -0.029375    -0.003031    +0.121579    +0.001141
0.041400    -0.094008    -0.029394    -0.003017    +0.121560    +0.001158
0.041600    -0.093365    -0.029412    -0.003002    +0.121542    +0.001175
0.041800    -0.092956    -0.029431    -0.002988    +0.121523    +0.001192
0.042000    -0.092842    -0.029449    -0.002973    +0.121505    +0.001209
0.042200    -0.092838    -0.029468    -0.002958    +0.121486    +0.001225
0.042400    -0.092788    -0.029486    -0.002943    +0.121468    +0.001242
0.042600    -0.091859    -0.029505    -0.002928    +0.121449    +0.001258
0.042800    -0.090017    -0.029523    -0.002913    +0.121431    +0.001275
0.043000    -0.087876    -0.029540    -0.002898    +0.121414    +0.001290
0.043200    -0.085721    -0.029558    -0.002882    +0.121396    +0.001306
0.043400    -0.083778    -0.029574    -0.002866    +0.121380    +0.001321
0.043600    -0.081919    -0.029591    -0.002851    +0.121363    +0.001336
0.043800    -0.080321    -0.029607    -0.002835    +0.121347    +0.001351
0.044000    -0.078813    -0.029623    -0.002819    +0.121331    +0.001365
0.044200    -0.077427    -0.029638    -0.002802    +0.121316    +0.001379
0.044400    -0.076011    -0.029653    -0.002786    +0.121301    +0.001393
0.044600    -0.074732    -0.029668    -0.002770    +0.121286    +0.001407
0.044800    -0.073375    -0.029683    -0.002753    +0.121271    +0.001420
0.045000    -0.072125    -0.029697    -0.002737    +0.121257    +0.001433
0.045200    -0.071057    -0.029712    -0.002720    +0.121242    +0.001446
0.045400    -0.070167    -0.029726    -0.002704    +0.121228    +0.001458
0.045600    -0.069343    -0.029739    -0.002687    +0.121215    +0.001471
0.045800    -0.068543    -0.029753    -0.002670    +0.121201    +0.001483
0.046000    -0.067802    -0.029767    -0.002653    +0.121187    +0.001494
0.046200    -0.067483    -0.029780    -0.002636    +0.121174    +0.001506
0.046400    -0.067454    -0.029794    -0.002619    +0.121160    +0.001517
0.046600    -0.067537    -0.029807    -0.002602    +0.121147    +0.001529
0.046800    -0.067601    -0.029821    -0.002585    +0.121133    +0.001540
0.047000    -0.067532    -0.029834    -0.002568    +0.121120    +0.001551
0.047200    -0.067424    -0.029848    -0.002551    +0.121106    +0.001561
0.047400    -0.067330    -0.029861    -0.002534    +0.121093    +0.001572
0.047600    -0.067246    -0.029875    -0.002516    +0.121079    +0.001582
0.047800    -0.067203    -0.029888    -0.002499    +0.121066    +0.001592
0.048000    -0.067180    -0.029901    -0.002482    +0.121053    +0.001602
0.048200    -0.067151    -0.029915    -0.002464    +0.121039    +0.001612
0.048400    -0.067169    -0.029928    -0.002447    +0.121026    +0.001621
0.048600    -0.067267    -0.029942    -0.002429    +0.121012    +0.001631
0.048800    -0.067359    -0.029955    -0.002412    +0.120999    +0.001640
0.049000    -0.067486    -0.029969    -0.002394    +0.120985    +0.001649
0.049200    -0.067976    -0.029982    -0.002377    +0.120972    +0.001658
0.049400    -0.068027    -0.029996    -0.002359    +0.120958    +0.001667
0.049600    -0.067598    -0.030009    -0.002342    +0.120945    +0.001675
0.049800    -0.067757    -0.030023    -0.002324    +0.120931    +0.001684
0.050000    -0.068209    -0.030037    -0.002306    +0.120917    +0.001692
0.050200    -0.068453    -0.030050    -0.002288    +0.120904    +0.001700
0.050400    -0.068628    -0.030064    -0.002271    +0.120890    +0.001708
0.050600    -0.069051    -0.030078    -0.002253    +0.120876    +0.001715
0.050800    -0.069409    -0.030092    -0.002235    +0.120862    +0.001723
0.051000    -0.069830    -0.030106    -0.002217    +0.120848    +0.001730
0.051200    -0.070206    -0.030120    -0.002199    +0.120834    +0.001738
0.051400    -0.070559    -0.030134    -0.002181    +0.120820    +0.001745
0.051600    -0.071091    -0.030148    -0.002163    +0.120806    +0.001752
0.051800    -0.071626    -0.030162    -0.002145    +0.120792    +0.001759
0.052000    -0.072026    -0.030177    -0.002127    +0.120777    +0.001765
0.052200    -0.072338    -0.030191    -0.002109    +0.120763    +0.001772
0.052400    -0.072682    -0.030206    -0.002091    +0.120748    +0.001778
0.052600    -0.073048    -0.030220    -0.002073    +0.120734    +0.001785
0.052800    -0.073420    -0.030235    -0.002055    +0.120719    +0.001791
0.053000    -0.073962    -0.030250    -0.002037    +0.120704    +0.001797
0.053200    -0.074611    -0.030265    -0.002019    +0.120689    +0.001802
0.053400    -0.074011    -0.030280    -0.002000    +0.120674    +0.001808
0.053600    -0.071569    -0.030294    -0.001982    +0.120660    +0.001813
0.053800    -0.068722    -0.030308    -0.001963    +0.120646    +0.001818
0.054000    -0.066406    -0.030321    -0.001945    +0.120633    +0.001822
0.054200    -0.064370    -0.030334    -0.001926    +0.120620    +0.001826
0.054400    -0.062552    -0.030346    -0.001907    +0.120608    +0.001830
0.054600    -0.060872    -0.030359    -0.001888    +0.120595    +0.001833
0.054800    -0.059506    -0.030370    -0.001868    +0.120584    +0.001836
0.055000    -0.058481    -0.030382    -0.001849    +0.120572    +0.001838
0.055200    -0.057813    -0.030394    -0.001829    +0.120560    +0.001840
0.055400    -0.057250    -0.030405    -0.001810    +0.120549    +0.001842
0.055600    -0.057012    -0.030416    -0.001790    +0.120538    +0.001844
0.055800    -0.056708    -0.030428    -0.001771    +0.120526    +0.001846
0.056000    -0.056501    -0.030439    -0.001751    +0.120515    +0.001847
0.056200    -0.056226    -0.030450    -0.001731    +0.120504    +0.001848
0.056400    -0.055980    -0.030462    -0.001711    +0.120492    +0.001849
0.056600    -0.055606    -0.030473    -0.001691    +0.120481    +0.001850
0.056800    -0.055248    -0.030484    -0.001671    +0.120470    +0.001850
0.057000    -0.055000    -0.030495    -0.001651    +0.120459    +0.001850
0.057200    -0.054813    -0.030506    -0.001631    +0.120448    +0.001850
0.057400    -0.054578    -0.030517    -0.001610    +0.120437    +0.001850
0.057600    -0.054438    -0.030527    -0.001590    +0.120427    +0.001850
0.057800    -0.054357    -0.030538    -0.001570    +0.120416    +0.001849
0.058000    -0.054331    -0.030549    -0.001549    +0.120405    +0.001848
0.058200    -0.054430    -0.030560    -0.001529    +0.120394    +0.001847
0.058400    -0.054579    -0.030571    -0.001508    +0.120383    +0.001846
0.058600    -0.054759    -0.030582    -0.001487    +0.120372    +0.001845
0.058800    -0.054884    -0.030593    -0.001467    +0.120361    +0.001843
0.059000    -0.055063    -0.030604    -0.001446    +0.120350    +0.001842
0.059200    -0.055182    -0.030615    -0.001425    +0.120339    +0.001840
0.059400    -0.055286    -0.030626    -0.001404    +0.120328    +0.001838
0.059600    -0.055409    -0.030637    -0.001383    +0.120317    +0.001835
0.059800    -0.055577    -0.030648    -0.001362    +0.120306    +0.001833
0.060000    -0.055875    -0.030659    -0.001341    +0.120295    +0.001830
0.060200    -0.056261    -0.030671    -0.001320    +0.120283    +0.001827
0.060400    -0.056698    -0.030682    -0.001299    +0.120272    +0.001824
0.060600    -0.057175    -0.030693    -0.001278    +0.120261    +0.001821
0.060800    -0.057663    -0.030705    -0.001256    +0.120249    +0.001818
0.061000    -0.058050    -0.030717    -0.001235    +0.120237    +0.001815
0.061200    -0.058373    -0.030728    -0.001213    +0.120226    +0.001811
0.061400    -0.058754    -0.030740    -0.001192    +0.120214    +0.001807
0.061600    -0.059163    -0.030752    -0.001171    +0.120202    +0.001803
0.061800    -0.059609    -0.030764    -0.001149    +0.120190    +0.001799
0.062000    -0.060031    -0.030776    -0.001128    +0.120178    +0.001795
0.062200    -0.060317    -0.030788    -0.001106    +0.120166    +0.001791
0.062400    -0.060572    -0.030800    -0.001084    +0.120154    +0.001786
0.062600    -0.060947    -0.030812    -0.001062    +0.120142    +0.001781
0.062800    -0.061500    -0.030824    -0.001041    +0.120130    +0.001776
0.063000    -0.061799    -0.030837    -0.001019    +0.120117    +0.001771
0.063200    -0.062099    -0.030849    -0.000997    +0.120105    +0.001766
0.063400    -0.062252    -0.030862    -0.000975    +0.120092    +0.001761
0.063600    -0.062352    -0.030874    -0.000953    +0.120080    +0.001755
0.063800    -0.062443    -0.030887    -0.000931    +0.120067    +0.001749
0.064000    -0.062568    -0.030899    -0.000909    +0.120055    +0.001743
0.064200    -0.062787    -0.030912    -0.000887    +0.120042    +0.001737
0.064400    -0.063128    -0.030924    -0.000865    +0.120030    +0.001731
0.064600    -0.063442    -0.030937    -0.000842    +0.120017    +0.001725
0.064800    -0.063846    -0.030950    -0.000820    +0.120004    +0.001718
0.065000    -0.063904    -0.030963    -0.000797    +0.119991    +0.001711
0.065200    -0.063959    -0.030975    -0.000775    +0.119979    +0.001704
0.065400    -0.064090    -0.030988    -0.000752    +0.119966    +0.001697
0.065600    -0.064373    -0.031001    -0.000730    +0.119953    +0.001689
0.065800    -0.064812    -0.031014    -0.000707    +0.119940    +0.001682
0.066000    -0.065315    -0.031027    -0.000684    +0.119927    +0.001674
0.066200    -0.065968    -0.031040    -0.000662    +0.119914    +0.001666
0.066400    -0.066723    -0.031054    -0.000639    +0.119900    +0.001658
0.066600    -0.067464    -0.031067    -0.000616    +0.119887    +0.001650
0.066800    -0.068273    -0.031081    -0.000593    +0.119873    +0.001642
0.067000    -0.068984    -0.031094    -0.000570    +0.119860    +0.001633
0.067200    -0.069647    -0.031108    -0.000548    +0.119846    +0.001625
0.067400    -0.069902    -0.031122    -0.000525    +0.119832    +0.001616
0.067600    -0.061269    -0.031135    -0.000502    +0.119819    +0.001608
0.067800    -0.054090    -0.031146    -0.000480    +0.119808    +0.001602
0.068000    -0.047454    -0.031155    -0.000458    +0.119799    +0.001596
0.068200    -0.041412    -0.031164    -0.000436    +0.119790    +0.001590
0.068400    -0.036480    -0.031171    -0.000414    +0.119783    +0.001586
0.068600    -0.031946    -0.031177    -0.000393    +0.119777    +0.001582
0.068800    -0.028205    -0.031183    -0.000372    +0.119771    +0.001579
0.069000    -0.024825    -0.031188    -0.000351    +0.119766    +0.001576
0.069200    -0.022105    -0.031192    -0.000330    +0.119762    +0.001574
0.069400    -0.019778    -0.031196    -0.000310    +0.119758    +0.001572
0.069600    -0.017663    -0.031200    -0.000290    +0.119754    +0.001570
0.069800    -0.016038    -0.031203    -0.000269    +0.119751    +0.001569
0.070000    -0.014875    -0.031206    -0.000249    +0.119748    +0.001568
0.070200    -0.013946    -0.031209    -0.000229    +0.119745    +0.001567
0.070400    -0.013204    -0.031211    -0.000209    +0.119743    +0.001567
0.070600    -0.012515    -0.031214    -0.000189    +0.119740    +0.001567
0.070800    -0.011168    -0.031216    -0.000169    +0.119738    +0.001567
0.071000    -0.009493    -0.031218    -0.000149    +0.119736    +0.001568
0.071200    -0.008067    -0.031219    -0.000129    +0.119735    +0.001568
0.071400    -0.006617    -0.031221    -0.000108    +0.119733    +0.001569
0.071600    -0.005522    -0.031222    -0.000088    +0.119732    +0.001570
0.071800    -0.005142    -0.031223    -0.000068    +0.119731    +0.001572
0.072000    -0.004719    -0.031224    -0.000048    +0.119730    +0.001573
0.072200    -0.004412    -0.031225    -0.000028    +0.119729    +0.001575
0.072400    -0.004376    -0.031226    -0.000008    +0.119728    +0.001576
0.072600    -0.004531    -0.031226    +0.000012    +0.119728    +0.001578
0.072800    -0.004657    -0.031227    +0.000031    +0.119727    +0.001580
0.073000    -0.004644    -0.031228    +0.000051    +0.119726    +0.001583
0.073200    -0.004715    -0.031229    +0.000071    +0.119725    +0.001585
0.073400    -0.004873    -0.031230    +0.000091    +0.119724    +0.001587
0.073600    -0.005171    -0.031231    +0.000111    +0.119723    +0.001590
0.073800    -0.005492    -0.031232    +0.000130    +0.119722    +0.001592
0.074000    -0.005616    -0.031233    +0.000150    +0.119721    +0.001595
0.074200    -0.005552    -0.031235    +0.000170    +0.119719    +0.001598
0.074400    -0.005542    -0.031236    +0.000189    +0.119718    +0.001601
0.074600    -0.005617    -0.031237    +0.000209    +0.119717    +0.001605
0.074800    -0.005457    -0.031238    +0.000229    +0.119716    +0.001608
0.075000    -0.005305    -0.031239    +0.000248    +0.119715    +0.001611
0.075200    -0.005121    -0.031240    +0.000268    +0.119714    +0.001615
0.075400    -0.005052    -0.031241    +0.000288    +0.119713    +0.001618
0.075600    -0.004975    -0.031242    +0.000307    +0.119712    +0.001622
0.075800    -0.004907    -0.031243    +0.000327    +0.119711    +0.001626
