# This is the run log of SGP from Tue Feb 09 16:52:15 2016
# Experiment type: MAKE_SGP (1)
# Rubble elements: number = 11;  rho = 1000
# Material: eps = 1;  mu = 0
# Time step used = 0.001 (cu)
# Code units: 1 cu = [10000 m | 1e+012 kg | 10000 s]
# Scaled G = 0.006674 (cu)
# Columns are (values in code units):
# [time]    [long axis]    [a/b axes ratio]    [a/c axes ratio]    [U]    [K]

0.897992     15.4977    1.104993    0.882834      -1.45e+009       2.05e+008
0.898992     15.5044    1.105448    0.883340      -1.45e+009       2.05e+008
0.899992      15.511    1.105903    0.883844      -1.45e+009       2.05e+008
0.900992     15.5175    1.106358    0.884348      -1.45e+009       2.05e+008
0.901992     15.5239    1.106814    0.884851      -1.45e+009       2.05e+008
0.902992     15.5301    1.107271    0.885353      -1.45e+009       2.05e+008
0.903992     15.5362    1.107728    0.885854      -1.45e+009       2.05e+008
0.904992     15.5422    1.108186    0.886355      -1.45e+009       2.05e+008
0.905992      15.548    1.108644    0.886854      -1.45e+009       2.05e+008
0.906992     15.5538    1.109103    0.887353      -1.45e+009       2.05e+008
0.907992     15.5594    1.109563    0.887851      -1.45e+009       2.05e+008
0.908992     15.5648    1.110023    0.888348      -1.45e+009       2.05e+008
0.909992     15.5702    1.110484    0.888844      -1.45e+009       2.05e+008
0.910992     15.5754    1.110946    0.889339      -1.45e+009       2.05e+008
0.911992     15.5805    1.111408    0.889834      -1.45e+009       2.06e+008
0.912992     15.5855    1.111871    0.890327      -1.45e+009       1.87e+008
0.913992     15.5903    1.112335    0.890820      -1.45e+009       1.87e+008
0.914992     15.5951    1.112799    0.891312      -1.45e+009       1.87e+008
0.915992     15.5996    1.113264    0.891804      -1.45e+009       1.87e+008
0.916992     15.6041    1.113730    0.892294      -1.45e+009       1.87e+008
0.917992     15.6084    1.114197    0.892784      -1.45e+009       1.87e+008
0.918992     15.6127    1.114664    0.893273      -1.45e+009       1.87e+008
0.919992     15.6167    1.115132    0.893761      -1.45e+009       1.87e+008
0.920992     15.6207    1.115601    0.894248      -1.45e+009       1.87e+008
0.921992     15.6245    1.116071    0.894735      -1.45e+009       1.87e+008
0.922992     15.6283    1.116542    0.895221      -1.45e+009       1.87e+008
0.923992     15.6318    1.117013    0.895706      -1.45e+009       1.87e+008
0.924992     15.6353    1.117485    0.896191      -1.45e+009       1.87e+008
0.925992     15.6386    1.117959    0.896675      -1.45e+009       1.87e+008
0.926992     15.6418    1.118433    0.897158      -1.45e+009       1.87e+008
0.927992     15.6449    1.118907    0.897640      -1.45e+009       1.87e+008
0.928992     15.6478    1.119216    0.898122      -1.45e+009       1.87e+008
0.929992     15.6507    1.119526    0.898603      -1.45e+009       1.87e+008
0.930992     15.6534    1.119836    0.899083      -1.45e+009       1.88e+008
0.931992     15.6559    1.120148    0.899563      -1.45e+009       1.88e+008
0.932992     15.6584    1.120460    0.900042      -1.45e+009       1.88e+008
0.933992     15.6607    1.120772    0.900520      -1.45e+009       1.88e+008
0.934992     15.6629    1.121086    0.900997      -1.45e+009       1.88e+008
0.935992     15.6649    1.121400    0.901474      -1.45e+009       1.88e+008
0.936992     15.6669    1.121716    0.901951      -1.45e+009       1.88e+008
0.937991     15.6687    1.122032    0.902426      -1.45e+009       1.89e+008
0.938991     15.6704    1.122348    0.902901      -1.45e+009       1.89e+008
0.939991     15.6719    1.122666    0.903376      -1.45e+009       1.89e+008
0.940991     15.6734    1.122985    0.903849      -1.45e+009       1.89e+008
0.941991     15.6747    1.123305    0.904323      -1.45e+009       1.89e+008
0.942991     15.6758    1.123625    0.904795      -1.45e+009        1.9e+008
0.943991     15.6769    1.123946    0.905267      -1.45e+009        1.9e+008
0.944991     15.6778    1.124268    0.905738      -1.45e+009        1.9e+008
0.945991     15.6786    1.124592    0.906209      -1.45e+009        1.9e+008
0.946991     15.6793    1.124916    0.906679      -1.45e+009       1.91e+008
0.947991     15.6798    1.125240    0.907149      -1.45e+009       1.91e+008
0.948991     15.6802    1.125566    0.907618      -1.45e+009       1.91e+008
0.949991     15.6805    1.125893    0.908086      -1.46e+009       1.92e+008
0.950991     15.6806    1.126221    0.908554      -1.46e+009       1.92e+008
0.951991     15.6807    1.126550    0.909021      -1.46e+009       1.93e+008
0.952991     15.6806    1.126880    0.909488      -1.46e+009       1.93e+008
0.953991     15.6804    1.127210    0.909954      -1.46e+009       1.93e+008
0.954991       15.68    1.127542    0.910419      -1.46e+009       1.94e+008
0.955991     15.6795    1.127875    0.910884      -1.46e+009       1.94e+008
0.956991     15.6789    1.128209    0.911348      -1.46e+009       1.95e+008
0.957991     15.6782    1.128543    0.911812      -1.46e+009       1.95e+008
0.958991     15.6773    1.128879    0.912275      -1.46e+009       1.96e+008
0.959991     15.6841    1.129781    0.913195      -1.46e+009       1.96e+008
0.960991     15.6909    1.130684    0.914114      -1.46e+009       1.96e+008
0.961991     15.6975    1.130867    0.915034      -1.46e+009       1.97e+008
0.962991     15.7039    1.131050    0.915953      -1.46e+009       1.97e+008
0.963991     15.7103    1.131234    0.916873      -1.46e+009       1.96e+008
0.964991     15.7165    1.131419    0.917793      -1.46e+009       1.97e+008
0.965991     15.7225    1.131605    0.918712      -1.46e+009       1.97e+008
0.966991     15.7285    1.131791    0.919632      -1.46e+009       1.97e+008
0.967991     15.7343    1.131979    0.920552      -1.46e+009       1.97e+008
0.968991       15.74    1.132167    0.921473      -1.46e+009       1.97e+008
0.969991     15.7456    1.132355    0.922393      -1.46e+009       1.97e+008
0.970991      15.751    1.132545    0.923314      -1.46e+009       1.96e+008
0.971991     15.7563    1.132735    0.924235      -1.46e+009       1.95e+008
0.972991     15.7615    1.132926    0.925156      -1.46e+009       1.95e+008
0.973991     15.7666    1.133118    0.926077      -1.46e+009       1.95e+008
0.974991     15.7715    1.133311    0.926999      -1.46e+009       1.95e+008
0.975991     16.0301    1.151745    0.942853      -1.46e+009       1.96e+008
0.976991     16.0388    1.152219    0.944017      -1.46e+009       1.96e+008
0.977991     16.0472    1.152694    0.945182      -1.46e+009       1.96e+008
0.978991     16.0556    1.153171    0.946348      -1.46e+009       1.96e+008
0.979991     16.0638    1.153648    0.947515      -1.46e+009       1.96e+008
0.980991     16.0719    1.154126    0.948683      -1.46e+009       1.96e+008
0.981991     16.0799    1.154605    0.949852      -1.46e+009       1.96e+008
0.982991     16.0877    1.155086    0.951022      -1.46e+009       1.96e+008
0.983991     16.0954    1.155567    0.952193      -1.46e+009       1.96e+008
0.984991      16.103    1.155917    0.953365      -1.46e+009       1.96e+008
0.985991     16.1105    1.156269    0.954537      -1.46e+009       1.96e+008
0.986991     16.1178    1.156621    0.955711      -1.46e+009       1.97e+008
0.987991      16.125    1.156975    0.956887      -1.46e+009       1.97e+008
0.988991     16.1321    1.157329    0.958063      -1.46e+009       1.97e+008
0.989991      16.139    1.157685    0.959241      -1.46e+009       1.97e+008
0.990991     16.1459    1.158041    0.960420      -1.46e+009       1.97e+008
0.991991     16.1526    1.158399    0.961600      -1.46e+009       1.97e+008
0.992991     16.1591    1.158757    0.962781      -1.46e+009       1.97e+008
0.993991     16.1656    1.159117    0.963964      -1.46e+009       1.97e+008
0.994991     16.1719    1.159477    0.965148      -1.46e+009       1.97e+008
0.995991     16.1781    1.159839    0.966334      -1.46e+009       1.97e+008
0.996991     16.1842    1.160201    0.967521      -1.46e+009       1.97e+008
