# This is the run log of SGP from Tue Feb 09 16:53:40 2016
# Experiment type: MAKE_SGP (1)
# Rubble elements: number = 11;  rho = 1000
# Material: eps = 1;  mu = 0
# Time step used = 0.002 (cu)
# Code units: 1 cu = [10000 m | 1e+012 kg | 10000 s]
# Scaled G = 0.006674 (cu)
# Columns are (values in code units):
# [time]    [long axis]    [a/b axes ratio]    [a/c axes ratio]    [U]    [K]

0.068000     17.5804    1.139757    1.015551      -1.19e+009       1.29e+007
0.070000     17.5681    1.139715    1.015512      -1.19e+009       1.37e+007
0.072000     17.5555    1.139673    1.015472      -1.19e+009       1.46e+007
0.074000     17.5425    1.139628    1.015431      -1.19e+009       1.54e+007
0.076000     17.5292    1.139583    1.015388       -1.2e+009       1.63e+007
0.078000     17.5154    1.139536    1.015345       -1.2e+009       1.72e+007
0.080000     17.5014    1.139488    1.015300       -1.2e+009       1.82e+007
0.082000     17.4869    1.139439    1.015253       -1.2e+009       1.91e+007
0.084000     17.4719    1.139380    1.015144       -1.2e+009       2.01e+007
0.086000     17.4566    1.139320    1.015033       -1.2e+009       2.11e+007
0.088000     17.4409    1.139259    1.014921       -1.2e+009       2.22e+007
0.090000     17.4249    1.139196    1.014808       -1.2e+009       2.32e+007
0.092000     17.4084    1.139132    1.014693       -1.2e+009       2.43e+007
0.094000     17.3916    1.139066    1.014577       -1.2e+009       2.54e+007
0.096000     17.3744    1.138999    1.014459      -1.21e+009       2.66e+007
0.098000     17.3569    1.138931    1.014340      -1.21e+009       2.78e+007
0.100000      17.339    1.138861    1.014219      -1.21e+009        2.9e+007
0.102000     17.3207    1.138790    1.014098      -1.21e+009       3.02e+007
0.104000      17.302    1.138717    1.013974      -1.21e+009       3.15e+007
0.106000     17.2829    1.138643    1.013849      -1.21e+009       3.27e+007
0.108000     17.2635    1.138567    1.013723      -1.21e+009       3.41e+007
0.110000     17.2437    1.138490    1.013595      -1.21e+009       3.54e+007
0.112000     17.2235    1.138411    1.013466      -1.22e+009       3.68e+007
0.114000     17.2029    1.138331    1.013335      -1.22e+009       3.82e+007
0.116000      17.182    1.138249    1.013202      -1.22e+009       3.96e+007
0.118000     17.1606    1.138166    1.013068      -1.22e+009       4.11e+007
0.120000     17.1389    1.138081    1.012933      -1.22e+009       4.26e+007
0.122000     17.1168    1.137995    1.012796      -1.22e+009       4.41e+007
0.124000     17.0943    1.137907    1.012657      -1.22e+009       4.57e+007
0.126000     17.0715    1.137817    1.012516      -1.23e+009       4.72e+007
0.128000     17.0482    1.137726    1.012375      -1.23e+009       4.89e+007
0.130000     17.0246    1.137633    1.012231      -1.23e+009       5.05e+007
0.132000     17.0005    1.137539    1.012086      -1.23e+009       5.22e+007
0.134000     16.9761    1.137443    1.011938      -1.23e+009       5.39e+007
0.136000     16.9513    1.137345    1.011790      -1.24e+009       5.57e+007
0.138000     16.9261    1.137245    1.011639      -1.24e+009       5.74e+007
0.140000     16.9005    1.137144    1.011487      -1.24e+009       5.93e+007
0.142000     16.8745    1.137041    1.011333      -1.24e+009       6.11e+007
0.144000     16.8481    1.136937    1.011177      -1.24e+009        6.3e+007
0.146000     16.8214    1.136830    1.011019      -1.24e+009       6.49e+007
0.148000     16.7942    1.136722    1.010860      -1.25e+009       6.69e+007
0.150000     16.7666    1.136612    1.010698      -1.25e+009       6.88e+007
0.152000     16.7386    1.136500    1.010535      -1.25e+009       7.09e+007
0.154000     16.7103    1.136386    1.010370      -1.25e+009       7.29e+007
0.156000     16.6815    1.136271    1.010203      -1.25e+009       7.49e+007
0.158000     16.6523    1.136153    1.010034      -1.26e+009        7.7e+007
0.160000     16.6227    1.136034    1.009863      -1.26e+009       7.91e+007
0.162000     16.5927    1.135913    1.009690      -1.26e+009       8.13e+007
0.164000     16.5623    1.135789    1.009515      -1.26e+009       8.35e+007
0.166000     16.5315    1.135664    1.009337      -1.27e+009       8.58e+007
0.168000     16.5003    1.135537    1.009158      -1.27e+009        8.8e+007
0.170000     16.4687    1.135407    1.008977      -1.27e+009       9.03e+007
0.172000     16.4366    1.135276    1.008793      -1.27e+009       9.25e+007
0.174000     16.4041    1.135143    1.008608      -1.27e+009       9.47e+007
0.176000     16.3713    1.135007    1.008420      -1.28e+009       9.69e+007
0.178000      16.338    1.134869    1.008230      -1.28e+009       9.92e+007
0.180000     16.3042    1.134729    1.008037      -1.28e+009       1.02e+008
0.182000     16.2701    1.134587    1.007843      -1.28e+009       1.04e+008
0.184000     16.2355    1.134443    1.007646      -1.29e+009       1.06e+008
0.186000     16.2008    1.134317    1.007361      -1.29e+009       1.09e+008
0.188000     16.1701    1.134492    1.006716      -1.29e+009       1.11e+008
0.190000     16.1388    1.134666    1.006067      -1.29e+009       1.14e+008
0.192000     16.1072    1.134840    1.005415       -1.3e+009       1.16e+008
0.194000     16.0751    1.135013    1.004760       -1.3e+009       1.18e+008
0.196000     16.0426    1.135184    1.004101       -1.3e+009       1.21e+008
0.198000     16.0097    1.135355    1.003439       -1.3e+009       1.23e+008
0.200000     15.9763    1.135525    1.002773      -1.31e+009       1.26e+008
0.202000     15.9425    1.135694    1.002104      -1.31e+009       1.29e+008
0.204000     15.9082    1.135862    1.001431      -1.31e+009       1.31e+008
0.206000     15.8735    1.136029    1.000754      -1.31e+009       1.34e+008
0.208000     15.8384    1.136196    1.000073      -1.32e+009       1.37e+008
0.210000     15.8028    1.136362    0.999388      -1.32e+009        1.4e+008
0.212000     15.7667    1.136526    0.998700      -1.32e+009       1.42e+008
0.214000     15.7303    1.136691    0.998007      -1.33e+009       1.45e+008
0.216000     15.6933    1.136851    0.997310      -1.33e+009       1.48e+008
0.218000      15.656    1.137010    0.996609      -1.33e+009       1.51e+008
0.220000     15.6201    1.137316    0.996032      -1.33e+009       1.54e+008
0.222000     15.5839    1.137622    0.995451      -1.34e+009       1.57e+008
0.224000     15.5472    1.137928    0.994867      -1.34e+009       1.59e+008
0.226000     15.5096    1.138207    0.993858      -1.34e+009       1.62e+008
0.228000     15.4716    1.138485    0.992844      -1.34e+009       1.65e+008
0.230000     15.4331    1.138764    0.991825      -1.35e+009       1.67e+008
0.232000     15.3942    1.139043    0.990802      -1.35e+009        1.7e+008
0.234000     15.3548    1.139322    0.989772      -1.35e+009       1.73e+008
0.236000     15.3149    1.139601    0.988738      -1.36e+009       1.76e+008
0.238000     15.2746    1.139880    0.987699      -1.36e+009       1.79e+008
0.240000     15.2338    1.140159    0.986654      -1.36e+009       1.82e+008
0.242000     15.1919    1.140400    0.985569      -1.37e+009       1.85e+008
0.244000     15.1497    1.140641    0.984479      -1.37e+009       1.88e+008
0.246000     15.1069    1.140882    0.983383      -1.37e+009       1.92e+008
0.248000     15.0637    1.141123    0.982281      -1.37e+009       1.95e+008
0.250000       15.02    1.141364    0.981173      -1.38e+009       1.97e+008
0.252000     14.9758    1.141606    0.980059      -1.38e+009          2e+008
0.254000     14.9278    1.141598    0.978724      -1.38e+009       2.03e+008
0.256000     14.8794    1.141590    0.977382      -1.39e+009       2.06e+008
0.258000     14.8305    1.141580    0.976033      -1.39e+009       2.09e+008
0.260000     14.7811    1.141569    0.974676      -1.39e+009       2.11e+008
0.262000     14.7312    1.141556    0.973311      -1.39e+009       2.14e+008
0.264000     14.6808    1.141543    0.971938       -1.4e+009       2.17e+008
0.266000       14.63    1.141529    0.970557       -1.4e+009        2.2e+008
0.268000     14.5786    1.141514    0.969169       -1.4e+009       2.23e+008
0.270000     14.5267    1.141497    0.967771      -1.41e+009       2.26e+008
0.272000     14.4746    1.141500    0.966382      -1.41e+009       2.29e+008
0.274000      14.422    1.141501    0.964984      -1.41e+009       2.32e+008
0.276000     14.3688    1.141502    0.963578      -1.42e+009       2.35e+008
0.278000     14.3184    1.141757    0.962376      -1.42e+009       2.38e+008
0.280000     14.2666    1.118845    0.961114      -1.42e+009       2.41e+008
0.282000     14.2144    1.118275    0.959843      -1.42e+009       2.44e+008
0.284000     14.1616    1.117701    0.958564      -1.43e+009       2.48e+008
0.286000     14.1083    1.117125    0.957275      -1.43e+009       2.51e+008
0.288000     14.0545    1.116546    0.955978      -1.43e+009       2.54e+008
0.290000     14.0002    1.115964    0.954671      -1.44e+009       2.57e+008
0.292000     13.9454    1.115379    0.953356      -1.44e+009       2.61e+008
0.294000     13.5979    1.091347    0.932009      -1.44e+009       2.64e+008
0.296000      13.592    1.093440    0.934051      -1.45e+009       2.68e+008
0.298000     13.5855    1.095547    0.922758      -1.45e+009       2.71e+008
0.300000     13.5786    1.097669    0.923980      -1.45e+009       2.74e+008
0.302000     13.5712    1.099807    0.925204      -1.46e+009       2.78e+008
0.304000     13.5715    1.102624    0.926990      -1.46e+009       2.81e+008
0.306000     13.5723    1.105540    0.928846      -1.46e+009       2.84e+008
0.308000      13.575    1.106809    0.930872      -1.47e+009       2.88e+008
0.310000     13.5772    1.108086    0.932905      -1.47e+009        2.9e+008
0.312000      13.579    1.109371    0.934700      -1.47e+009       2.93e+008
0.314000     14.3025    1.169738    0.999553      -1.47e+009       2.95e+008
0.316000     14.3002    1.170853    1.000131      -1.47e+009       2.83e+008
0.318000     14.2974    1.171983    1.000716      -1.48e+009       2.84e+008
0.320000     14.2942    1.173126    1.000512      -1.48e+009       2.86e+008
0.322000     14.2905    1.174284    1.000313      -1.48e+009       2.85e+008
0.324000     14.2864    1.175456    1.000121      -1.48e+009       2.86e+008
0.326000     14.2818    1.176642    0.999935      -1.48e+009       2.87e+008
0.328000     14.2768    1.177795    0.999674      -1.48e+009       2.89e+008
0.330000     14.2713    1.178874    0.999275      -1.48e+009        2.9e+008
0.332000     14.2654    1.180105    0.999109      -1.49e+009       2.92e+008
0.334000     14.2604    1.181466    0.999047      -1.49e+009       2.94e+008
0.336000     14.2549    1.181799    0.998992      -1.49e+009       2.94e+008
0.338000      14.249    1.182145    0.998943      -1.49e+009       2.96e+008
0.340000     14.2426    1.182503    0.998462      -1.49e+009       2.97e+008
0.342000     14.2358    1.182872    0.997987      -1.49e+009       2.99e+008
0.344000     14.2285    1.183254    0.997520      -1.49e+009          3e+008
0.346000     14.2207    1.183649    0.997060       -1.5e+009       3.02e+008
0.348000     14.2125    1.184055    0.996607       -1.5e+009       3.03e+008
0.350000     14.2038    1.184474    0.996160       -1.5e+009       3.05e+008
0.352000     14.1946    1.184905    0.995721       -1.5e+009       3.07e+008
0.354000     13.6505    1.140689    0.957790       -1.5e+009       3.09e+008
0.356000     13.6561    1.142406    0.958452      -1.51e+009        3.1e+008
0.358000     13.6611    1.144133    0.959118      -1.51e+009       3.12e+008
0.360000     13.6656    1.145870    0.959787      -1.51e+009       3.14e+008
0.362000     13.6696    1.147618    0.960460      -1.51e+009       3.16e+008
0.364000     13.6731    1.149377    0.961136      -1.51e+009       3.19e+008
0.366000     13.6761    1.151146    0.961816      -1.52e+009       3.21e+008
0.368000      13.679    1.152965    0.962531      -1.52e+009       3.23e+008
0.370000     13.6813    1.154795    0.963250      -1.52e+009       3.25e+008
0.372000     13.6832    1.156637    0.963973      -1.52e+009       3.28e+008
0.374000     13.6845    1.158492    0.964701      -1.52e+009        3.3e+008
0.376000     13.6853    1.157983    0.965433      -1.53e+009       3.32e+008
0.378000     13.6855    1.157483    0.964207      -1.53e+009       3.05e+008
0.380000     13.6853    1.157454    0.961824      -1.53e+009       3.06e+008
0.382000     13.6845    1.157432    0.959457      -1.53e+009       3.03e+008
0.384000     13.6831    1.157418    0.957104      -1.53e+009       3.04e+008
0.386000     13.6813    1.157411    0.954766      -1.53e+009       3.05e+008
0.388000     13.6789    1.157412    0.952441      -1.53e+009       3.06e+008
0.390000      13.676    1.157109    0.950130      -1.53e+009       3.08e+008
0.392000     13.6725    1.156814    0.947832      -1.53e+009       3.09e+008
0.394000     13.6685    1.156526    0.945546      -1.54e+009        3.1e+008
0.396000      13.664    1.156246    0.943273      -1.54e+009       3.11e+008
0.398000     13.6589    1.155973    0.941011      -1.54e+009       3.12e+008
0.400000     13.6533    1.155708    0.938761      -1.54e+009       3.13e+008
0.402000     13.6472    1.155450    0.936522      -1.54e+009       3.14e+008
0.404000     13.6405    1.155200    0.933673      -1.54e+009       3.14e+008
0.406000     13.6333    1.154957    0.930841      -1.54e+009       3.09e+008
0.408000     13.6255    1.154722    0.928024      -1.54e+009       3.09e+008
0.410000     13.6251    1.155435    0.925757      -1.54e+009        3.1e+008
0.412000     13.6209    1.155884    0.923285      -1.54e+009       2.96e+008
0.414000     13.6163    1.156344    0.920827      -1.54e+009       2.96e+008
0.416000      13.611    1.156812    0.918382      -1.54e+009       2.96e+008
0.418000     13.6053    1.157288    0.915948      -1.54e+009       2.95e+008
0.420000     13.5989    1.157773    0.913526      -1.54e+009       2.95e+008
0.422000     13.5921    1.161955    0.911115      -1.54e+009       2.95e+008
0.424001     13.5863    1.161587    0.908825      -1.54e+009       2.96e+008
0.426001     13.5801    1.161226    0.906545      -1.54e+009       2.95e+008
0.428001     13.5732    1.160873    0.904275      -1.54e+009       2.95e+008
0.430001     13.5658    1.160527    0.902014      -1.54e+009       2.94e+008
0.432001     13.5579    1.159000    0.899762      -1.54e+009       2.94e+008
0.434001     13.5553    1.157982    0.897906      -1.54e+009       2.93e+008
0.436001     13.5522    1.156972    0.896056      -1.54e+009       2.72e+008
0.438001     13.5485    1.155970    0.893828      -1.53e+009       2.71e+008
0.440001     13.5442    1.154976    0.891609      -1.53e+009        2.7e+008
0.442001     13.5409    1.154114    0.889497      -1.53e+009       2.69e+008
0.444001     13.5371    1.153259    0.887392      -1.53e+009       2.68e+008
0.446001     13.5327    1.152412    0.884225      -1.53e+009       2.67e+008
0.448001     13.5277    1.151571    0.881077      -1.53e+009       2.65e+008
0.450001     13.5223    1.150736    0.877948      -1.53e+009       2.64e+008
0.452001     13.5162    1.149908    0.874838      -1.53e+009       2.63e+008
0.454001     13.5097    1.149086    0.871745      -1.53e+009       2.62e+008
0.456001     13.5026    1.148269    0.868669      -1.52e+009       2.61e+008
0.458001     13.4949    1.147459    0.865610      -1.52e+009        2.6e+008
0.460001     13.4867    1.146406    0.862567      -1.52e+009       2.59e+008
0.462001      13.478    1.145451    0.859540      -1.52e+009       2.58e+008
0.464001     13.4687    1.144501    0.856527      -1.52e+009       2.56e+008
0.466001     13.4613    1.143753    0.853675      -1.52e+009       2.55e+008
0.468001     13.4532    1.143011    0.850837      -1.52e+009       2.54e+008
0.470001     13.4447    1.142273    0.848011      -1.52e+009       2.53e+008
0.472001     13.4355    1.141540    0.845197      -1.51e+009       2.51e+008
0.474001     13.4259    1.140811    0.842395      -1.51e+009        2.5e+008
0.476001     13.4157    1.140087    0.839604      -1.51e+009       2.49e+008
0.478001      13.405    1.139367    0.836823      -1.51e+009       2.48e+008
0.480001     13.3937    1.138651    0.834053      -1.51e+009       2.47e+008
0.482001     13.3819    1.137939    0.831293      -1.51e+009       2.47e+008
0.484001     13.3695    1.137231    0.828541      -1.51e+009       2.42e+008
0.486001     13.3538    1.136279    0.825619      -1.51e+009        2.4e+008
0.488001     13.3549    1.136815    0.823783      -1.51e+009       2.39e+008
0.490001     13.3554    1.137356    0.821950      -1.51e+009       2.38e+008
0.492001     13.3555    1.137902    0.820122       -1.5e+009       2.37e+008
0.494001      13.355    1.138453    0.818298       -1.5e+009       2.36e+008
0.496001      13.354    1.139009    0.816478       -1.5e+009       2.36e+008
0.498001     13.3524    1.139570    0.814661       -1.5e+009       2.35e+008
0.500001     13.3775    1.142453    0.814499       -1.5e+009       2.34e+008
0.502001      13.402    1.145344    0.814333       -1.5e+009       2.23e+008
0.504001      13.426    1.148244    0.814163       -1.5e+009       2.22e+008
0.506001     13.4494    1.151154    0.813989       -1.5e+009       2.21e+008
0.508001     13.4723    1.154072    0.813812       -1.5e+009        2.2e+008
0.510001     13.4947    1.157079    0.813630       -1.5e+009       2.19e+008
0.512001     13.5166    1.160096    0.813444      -1.49e+009       2.18e+008
0.514000     13.5379    1.171753    0.813254      -1.49e+009       2.17e+008
0.516000     13.5586    1.174307    0.813059      -1.49e+009       2.17e+008
0.518000     13.5789    1.176871    0.812861      -1.49e+009       2.16e+008
0.520000     13.5986    1.179443    0.812658      -1.49e+009       2.15e+008
0.522000     13.6242    1.182786    0.812830      -1.49e+009       2.15e+008
0.524000     13.6492    1.186141    0.812997      -1.49e+009       2.14e+008
0.526000     13.6736    1.189509    0.813158      -1.49e+009       2.13e+008
0.528000     13.6976    1.192890    0.813314      -1.49e+009       2.12e+008
0.530000      13.721    1.195619    0.813464      -1.49e+009       2.11e+008
0.532000     13.7439    1.198357    0.813608      -1.49e+009       2.11e+008
0.534000     13.7662    1.201105    0.813747      -1.49e+009        2.1e+008
0.536000      13.788    1.203863    0.813880      -1.49e+009       2.09e+008
0.538000     13.8093    1.206632    0.814007      -1.49e+009       2.09e+008
0.540000     13.8301    1.209412    0.814129      -1.48e+009       2.08e+008
0.542000     13.8503    1.212204    0.814245      -1.48e+009       2.07e+008
0.544000       13.87    1.215008    0.814355      -1.48e+009       2.07e+008
0.546000     13.8891    1.216731    0.814460      -1.48e+009       2.07e+008
0.548000     13.9116    1.218801    0.814785      -1.48e+009       2.06e+008
0.550000     13.9336    1.220878    0.815105      -1.48e+009       2.05e+008
0.552000      13.955    1.222963    0.815417      -1.48e+009       2.05e+008
0.554000     13.9759    1.225057    0.815724      -1.48e+009       2.04e+008
0.556000     13.9962    1.227159    0.816025      -1.48e+009       2.04e+008
0.558000      14.016    1.229270    0.816319      -1.48e+009       2.03e+008
0.560000     14.0353    1.231390    0.816607      -1.48e+009       2.03e+008
0.562000     14.0541    1.233519    0.816889      -1.48e+009       2.03e+008
0.564000     14.0723    1.235658    0.817165      -1.48e+009       2.02e+008
0.566000       14.09    1.237806    0.817435      -1.48e+009       2.02e+008
0.568000     14.1071    1.239965    0.817698      -1.48e+009       2.02e+008
0.570000     14.1238    1.242134    0.817955      -1.48e+009       2.02e+008
0.572000     14.1398    1.244314    0.818207      -1.48e+009       2.02e+008
0.574000     14.1554    1.246505    0.818451      -1.48e+009       2.02e+008
0.576000     14.1704    1.248708    0.818690      -1.48e+009       2.02e+008
0.578000     14.1849    1.250922    0.818440      -1.48e+009       2.02e+008
0.580000     14.1988    1.253148    0.818185      -1.48e+009       2.02e+008
0.582000     14.2122    1.255386    0.817925      -1.48e+009       2.02e+008
0.584000     14.2363    1.256926    0.818304      -1.48e+009       2.02e+008
0.586000     14.2598    1.258474    0.782195      -1.48e+009       2.01e+008
0.588000     14.2828    1.260030    0.781505      -1.48e+009       2.01e+008
0.589999     14.3053    1.261593    0.780812      -1.48e+009       2.01e+008
0.591999     14.3272    1.263164    0.780116      -1.48e+009       2.01e+008
0.593999     14.3486    1.264743    0.779417      -1.48e+009       2.01e+008
0.595999     14.3694    1.266332    0.778716      -1.48e+009       2.01e+008
0.597999     14.3897    1.266842    0.778012      -1.48e+009       2.01e+008
0.599999     14.4095    1.267361    0.777305      -1.48e+009       2.01e+008
0.601999     14.4287    1.267888    0.776595      -1.48e+009       2.01e+008
0.603999     14.4474    1.268424    0.775881      -1.48e+009       2.01e+008
0.605999     14.4655    1.268968    0.775165      -1.48e+009       2.01e+008
0.607999     14.4831    1.269522    0.774445      -1.48e+009       2.01e+008
0.609999     14.5002    1.270084    0.773722      -1.48e+009       2.01e+008
0.611999     14.5167    1.270655    0.772995      -1.48e+009       2.01e+008
0.613999     14.5326    1.271235    0.772265      -1.48e+009       2.02e+008
0.615999     14.5481    1.271825    0.771532      -1.48e+009       2.02e+008
0.617999      14.563    1.272424    0.770794      -1.48e+009       2.03e+008
0.619999     14.5773    1.273032    0.770053      -1.48e+009       2.03e+008
0.621999     14.5911    1.273650    0.769308      -1.48e+009       2.03e+008
0.623999     14.6044    1.274278    0.768560      -1.48e+009       2.03e+008
0.625999     14.6171    1.274916    0.767807      -1.48e+009       2.03e+008
0.627999     14.6292    1.275563    0.767050      -1.48e+009       2.04e+008
0.629999     14.6504    1.277053    0.766788      -1.48e+009       2.04e+008
0.631999      14.671    1.278553    0.766521      -1.48e+009       2.04e+008
0.633999     14.6911    1.280062    0.766247      -1.48e+009       2.04e+008
0.635999     14.7107    1.281582    0.765968      -1.48e+009       2.04e+008
0.637999     14.7296    1.283112    0.765682      -1.48e+009       2.04e+008
0.639999     14.7481    1.284652    0.765390      -1.48e+009       2.04e+008
0.641999      14.766    1.286203    0.765091      -1.48e+009       2.04e+008
0.643999     14.7833    1.287765    0.764787      -1.48e+009       2.04e+008
0.645999     14.8001    1.289339    0.764476      -1.48e+009       2.04e+008
0.647999     14.8163    1.290924    0.764159      -1.48e+009       2.04e+008
0.649999      14.832    1.292520    0.763835      -1.48e+009       2.02e+008
0.651999     14.8471    1.294128    0.763506      -1.48e+009       2.02e+008
0.653999     14.8617    1.295749    0.763169      -1.48e+009       2.02e+008
0.655999     14.8758    1.297382    0.762827      -1.48e+009       2.02e+008
0.657999     14.8892    1.299027    0.762477      -1.48e+009       2.03e+008
0.659999     14.9022    1.300685    0.762122      -1.48e+009       2.03e+008
0.661999     14.9145    1.302356    0.761759      -1.48e+009       2.03e+008
0.663999     14.9264    1.304041    0.761390      -1.48e+009       2.03e+008
0.665999     14.9376    1.305739    0.761015      -1.48e+009       2.03e+008
0.667998     14.9483    1.307451    0.760633      -1.48e+009       2.04e+008
0.669998     14.9585    1.308506    0.760244      -1.48e+009       2.04e+008
0.671998     14.9681    1.309574    0.759848      -1.48e+009       2.05e+008
0.673998     14.9771    1.310655    0.759445      -1.48e+009       2.05e+008
0.675998     14.9856    1.309972    0.759036      -1.48e+009       2.05e+008
0.677998     14.9935    1.309302    0.758620      -1.48e+009       2.06e+008
0.679998     15.0009    1.308646    0.758196      -1.48e+009       2.06e+008
0.681998     15.0077    1.308003    0.757766      -1.48e+009       2.06e+008
0.683998     15.0139    1.307373    0.757329      -1.48e+009       2.07e+008
0.685998     15.0196    1.306755    0.756801      -1.48e+009       2.07e+008
0.687998     15.0247    1.306151    0.756267      -1.49e+009       2.07e+008
0.689998     15.0293    1.305559    0.755726      -1.49e+009       2.08e+008
0.691998     15.0332    1.304979    0.755178      -1.49e+009       2.08e+008
0.693998     15.0367    1.304412    0.754622      -1.49e+009       2.08e+008
0.695998     15.0395    1.303857    0.753452      -1.49e+009       2.09e+008
0.697998     15.0418    1.303314    0.752278      -1.49e+009       2.09e+008
0.699998     15.0435    1.302784    0.751099      -1.49e+009       2.09e+008
0.701998     15.0447    1.302265    0.749916      -1.49e+009       2.09e+008
0.703998     15.0452    1.301759    0.748728      -1.49e+009       2.09e+008
0.705998     15.0452    1.301264    0.747535      -1.49e+009       2.09e+008
0.707998     15.0503    1.301264    0.746614      -1.49e+009       2.09e+008
0.709998     15.0547    1.301275    0.745687      -1.49e+009       2.08e+008
0.711998     15.0586    1.300230    0.744754      -1.48e+009       2.08e+008
0.713998     15.0619    1.299199    0.743815      -1.48e+009       2.08e+008
0.715998     15.0646    1.298181    0.742870      -1.48e+009       2.07e+008
0.717998     15.0668    1.297176    0.741918      -1.48e+009       2.07e+008
0.719998     15.0684    1.296183    0.740960      -1.48e+009       2.07e+008
0.721998     15.0722    1.295450    0.740135      -1.48e+009       2.07e+008
0.723998     15.0755    1.294728    0.739304      -1.48e+009       2.07e+008
0.725998      15.084    1.294296    0.738281      -1.48e+009       2.07e+008
0.727998     15.0919    1.293877    0.737252      -1.48e+009       2.07e+008
0.729998     15.0992    1.293468    0.736218      -1.48e+009       2.06e+008
0.731998      15.106    1.293071    0.735179      -1.48e+009       2.05e+008
0.733998     15.1121    1.292684    0.734133      -1.48e+009       2.05e+008
0.735998     15.1177    1.292309    0.733082      -1.48e+009       2.04e+008
0.737998     15.1227    1.291943    0.732024      -1.48e+009       2.04e+008
0.739998     15.1272    1.291588    0.730961      -1.48e+009       2.04e+008
0.741998      15.131    1.291244    0.729891      -1.48e+009       2.04e+008
0.743998     15.1343    1.290910    0.728814      -1.48e+009       2.03e+008
0.745997      15.137    1.290585    0.727732      -1.48e+009       2.03e+008
0.747997     15.1391    1.290270    0.726642      -1.48e+009       2.03e+008
0.749997     15.1407    1.289965    0.725546      -1.48e+009       2.03e+008
0.751997     15.1416    1.289669    0.724443      -1.48e+009       2.03e+008
0.753997      15.142    1.289383    0.723333      -1.48e+009       2.03e+008
0.755997     15.1418    1.289106    0.722216      -1.48e+009       2.04e+008
0.757997      15.141    1.288837    0.721091      -1.48e+009       2.04e+008
0.759997     15.1396    1.288578    0.719960      -1.48e+009       2.04e+008
0.761997     15.1376    1.288327    0.718821      -1.48e+009       2.05e+008
0.763997     15.1351    1.288085    0.717674      -1.48e+009       2.05e+008
0.765997     15.1319    1.287851    0.716519      -1.48e+009       2.05e+008
0.767997     15.1282    1.287626    0.715357      -1.48e+009       2.06e+008
0.769997     15.1238    1.287408    0.714186      -1.48e+009       2.07e+008
0.771997     15.1189    1.287199    0.712818      -1.48e+009       2.08e+008
0.773997     15.1133    1.286997    0.711444      -1.48e+009       2.08e+008
0.775997     15.1072    1.286803    0.710062      -1.48e+009       2.09e+008
0.777997     15.1005    1.286617    0.708672      -1.49e+009       2.09e+008
