# This is the run log of SGP from Tue Feb 09 16:53:40 2016
# Experiment type: MAKE_SGP (1)
# Rubble elements: number = 11;  rho = 1000
# Material: eps = 1;  mu = 0
# Time step used = 0.002 (cu)
# Code units: 1 cu = [10000 m | 1e+012 kg | 10000 s]
# Scaled G = 0.006674 (cu)
# Columns are (values in code units):
# [time]    [long axis]    [a/b axes ratio]    [a/c axes ratio]    [U]    [K]

0.779997     15.0931    1.286438    0.707275      -1.49e+009        2.1e+008
0.781997     15.0852    1.286267    0.705870      -1.49e+009        2.1e+008
0.783997     15.0766    1.286102    0.704457      -1.49e+009       2.11e+008
0.785997     15.0674    1.285945    0.703036      -1.49e+009       2.12e+008
0.787997     15.0577    1.285794    0.701607      -1.49e+009       2.12e+008
0.789997     15.0505    1.285931    0.700321      -1.49e+009       2.13e+008
0.791997     15.0463    1.285613    0.699187      -1.49e+009       2.13e+008
0.793997     15.0414    1.285300    0.698043      -1.49e+009       2.14e+008
0.795997     15.0358    1.284995    0.696889      -1.49e+009       2.14e+008
0.797997     15.0297    1.284695    0.695726      -1.49e+009       2.14e+008
0.799997     15.0229    1.284401    0.694552      -1.49e+009       2.15e+008
0.801997     15.0155    1.284113    0.693367      -1.49e+009       2.15e+008
0.803997     15.0075    1.283831    0.692173      -1.49e+009       2.16e+008
0.805997     14.9988    1.283554    0.690967      -1.49e+009       2.16e+008
0.807997     14.9952    1.283770    0.690013      -1.49e+009       2.17e+008
0.809997      14.991    1.283991    0.689048      -1.49e+009       2.17e+008
0.811997     14.9861    1.284218    0.688070      -1.49e+009       2.18e+008
0.813997     14.9851    1.284830    0.687285      -1.49e+009       2.18e+008
0.815997     14.9833    1.285448    0.686487      -1.49e+009       2.07e+008
0.817997      14.981    1.286071    0.685676      -1.49e+009       2.03e+008
0.819997      14.978    1.286699    0.684853      -1.49e+009       2.03e+008
0.821997     14.9743    1.287333    0.684017      -1.49e+009       2.02e+008
0.823996       14.97    1.287972    0.683169      -1.49e+009       2.02e+008
0.825996     14.9651    1.288616    0.682307      -1.49e+009       2.01e+008
0.827996     14.9595    1.289266    0.681433      -1.49e+009       2.01e+008
0.829996     14.9532    1.289920    0.680545      -1.49e+009          2e+008
0.831996     14.9463    1.290579    0.679645      -1.49e+009          2e+008
0.833996     14.9387    1.291243    0.678731      -1.49e+009          2e+008
0.835996     14.9305    1.276863    0.677803      -1.49e+009       1.99e+008
0.837996     14.9216    1.273992    0.676862      -1.49e+009       1.99e+008
0.839996     14.9121    1.271135    0.675907      -1.49e+009       1.99e+008
0.841996     14.9162    1.269513    0.675588      -1.49e+009       1.98e+008
0.843996     14.9197    1.267902    0.675254      -1.49e+009       1.98e+008
0.845996     14.9225    1.266300    0.674905      -1.49e+009       1.98e+008
0.847996     14.9247    1.264707    0.674542      -1.49e+009       1.97e+008
0.849996     14.9262    1.263125    0.674163      -1.49e+009       1.97e+008
0.851996      14.927    1.261550    0.673770      -1.49e+009       1.97e+008
0.853996     14.9306    1.260275    0.673516      -1.49e+009       1.97e+008
0.855996     14.9335    1.259008    0.673248      -1.49e+009       1.97e+008
0.857996     14.9358    1.257748    0.672965      -1.48e+009       1.96e+008
0.859996     14.9374    1.256495    0.672666      -1.48e+009       1.96e+008
0.861996     14.9383    1.255249    0.672352      -1.48e+009       1.96e+008
0.863996     14.9386    1.254010    0.672023      -1.49e+009       1.96e+008
0.865996     14.9382    1.252777    0.671679      -1.49e+009       1.96e+008
0.867996     14.9372    1.251551    0.671320      -1.49e+009       1.97e+008
0.869996     14.9354    1.249059    0.670945      -1.49e+009       1.97e+008
0.871996      14.933    1.246581    0.670555      -1.48e+009       1.97e+008
0.873996       14.93    1.244116    0.670150      -1.48e+009       1.96e+008
0.875996     14.9262    1.241662    0.669730      -1.48e+009       1.96e+008
0.877996     14.9218    1.239220    0.669293      -1.48e+009       1.96e+008
0.879996     14.9168    1.236788    0.668842      -1.48e+009       1.99e+008
0.881996      14.911    1.234367    0.668375      -1.48e+009       1.98e+008
0.883996     14.9046    1.231956    0.667893      -1.48e+009       1.97e+008
0.885996     14.8975    1.229555    0.667395      -1.48e+009       1.97e+008
0.887996     14.8898    1.227163    0.666881      -1.48e+009       1.96e+008
0.889996     14.8813    1.224780    0.666352      -1.48e+009       1.96e+008
0.891996     14.8723    1.222405    0.665807      -1.48e+009       1.96e+008
0.893996     14.8625    1.220037    0.665247      -1.48e+009       1.96e+008
0.895996     14.8521    1.217678    0.664671      -1.48e+009       1.95e+008
0.897996       14.85    1.216068    0.664486      -1.48e+009       1.95e+008
0.899996     14.8473    1.214463    0.664284      -1.48e+009       1.95e+008
0.901995     14.8439    1.212863    0.664067      -1.48e+009       1.95e+008
0.903995     14.8399    1.211268    0.663834      -1.48e+009       1.95e+008
0.905995     14.8377    1.209879    0.663696      -1.48e+009       1.95e+008
0.907995     14.8348    1.208494    0.663543      -1.48e+009       1.95e+008
0.909995     14.8312    1.207113    0.663373      -1.48e+009       1.94e+008
0.911995      14.827    1.204727    0.663188      -1.48e+009       1.94e+008
0.913995     14.8221    1.202350    0.662988      -1.48e+009       1.94e+008
0.915995     14.8165    1.199982    0.662771      -1.48e+009       1.94e+008
0.917995     14.8103    1.197622    0.662539      -1.48e+009       1.94e+008
0.919995     14.8121    1.195813    0.662681      -1.48e+009       1.94e+008
0.921995     14.8132    1.194010    0.662807      -1.48e+009       1.94e+008
0.923995     14.8137    1.191210    0.662210      -1.48e+009       1.94e+008
0.925995     14.8135    1.188424    0.661599      -1.48e+009       1.93e+008
0.927995     14.8167    1.185978    0.661156      -1.48e+009       1.93e+008
0.929995     14.8193    1.183544    0.660699      -1.48e+009       1.92e+008
0.931995     14.8212    1.181120    0.660227      -1.48e+009       1.91e+008
0.933995     14.8225    1.178705    0.659740      -1.48e+009       1.91e+008
0.935995     14.8231    1.175286    0.659096      -1.47e+009       1.91e+008
0.937995     14.8291    1.172368    0.658708      -1.47e+009        1.9e+008
0.939995     14.8344    1.169466    0.658306      -1.47e+009       1.89e+008
0.941995     14.8391    1.166579    0.657889      -1.47e+009       1.88e+008
0.943995     14.8432    1.163707    0.657458      -1.47e+009       1.87e+008
0.945995     14.8466    1.160850    0.657012      -1.47e+009       1.86e+008
0.947995     14.8493    1.158006    0.656552      -1.47e+009       1.85e+008
0.949995     14.8513    1.155176    0.656077      -1.47e+009       1.84e+008
0.951995     14.8527    1.152358    0.655588      -1.47e+009       1.84e+008
0.953995     14.8535    1.149553    0.655084      -1.47e+009       1.83e+008
0.955995     14.8536    1.146760    0.654567      -1.47e+009       1.82e+008
0.957995      14.853    1.143978    0.654034      -1.47e+009       1.82e+008
0.959995     14.8518    1.141208    0.653488      -1.46e+009       1.81e+008
0.961995       14.85    1.138447    0.652927      -1.46e+009       1.81e+008
0.963995     14.8474    1.135697    0.652352      -1.46e+009        1.8e+008
0.965995     14.8517    1.133522    0.652088      -1.46e+009        1.8e+008
0.967995     14.8553    1.131353    0.651809      -1.46e+009       1.78e+008
0.969995     14.8582    1.129191    0.651515      -1.46e+009       1.77e+008
0.971995     14.8605    1.127035    0.651207      -1.46e+009       1.76e+008
0.973995     14.8621    1.124142    0.650885      -1.46e+009       1.75e+008
0.975995     14.8631    1.121262    0.650547      -1.46e+009       1.74e+008
0.977995     14.8634    1.118393    0.650195      -1.46e+009       1.73e+008
0.979994     14.8631    1.115536    0.649829      -1.46e+009       1.73e+008
0.981994     14.8622    1.112688    0.649448      -1.45e+009       1.71e+008
0.983994     14.8606    1.109851    0.649053      -1.45e+009        1.7e+008
0.985994     14.8643    1.107470    0.648905      -1.45e+009       1.69e+008
0.987994     14.8674    1.105097    0.648742      -1.45e+009       1.68e+008
0.989994     14.8699    1.102729    0.648565      -1.45e+009       1.67e+008
0.991994     14.8717    1.100368    0.648373      -1.45e+009       1.66e+008
0.993994     14.8728    1.098012    0.648166      -1.45e+009       1.65e+008
0.995994     14.8734    1.095662    0.647945      -1.45e+009       1.64e+008
0.997994     14.8732    1.093316    0.647709      -1.45e+009       1.63e+008
0.999994     14.8725    1.090976    0.647459      -1.45e+009       1.62e+008
1.001994     14.8711    1.088639    0.647195      -1.44e+009       1.62e+008
1.003994      14.869    1.086307    0.646916      -1.44e+009       1.61e+008
1.005994     14.8664    1.083978    0.646623      -1.44e+009        1.6e+008
1.007994     14.8631    1.081653    0.646315      -1.44e+009        1.6e+008
1.009994     14.8591    1.079331    0.645994      -1.44e+009       1.59e+008
1.011994     14.8545    1.077011    0.645658      -1.44e+009       1.59e+008
1.013994     14.8493    1.074694    0.645307      -1.44e+009       1.58e+008
1.015994     14.8434    1.072379    0.644943      -1.44e+009       1.58e+008
1.017994      14.837    1.070066    0.644564      -1.44e+009       1.57e+008
1.019994     14.8298    1.067754    0.644171      -1.44e+009       1.57e+008
1.021994     14.8221    1.065444    0.643764      -1.44e+009       1.57e+008
1.023994     14.8137    1.063134    0.643343      -1.44e+009       1.57e+008
1.025994     14.8047    1.060825    0.642907      -1.44e+009       1.56e+008
1.027994      14.795    1.058516    0.642457      -1.44e+009       1.56e+008
1.029994     14.7847    1.056207    0.641993      -1.44e+009       1.56e+008
1.031994     14.7738    1.053898    0.641514      -1.44e+009       1.55e+008
1.033994     14.7663    1.051879    0.641156      -1.44e+009       1.55e+008
1.035994     14.7582    1.049859    0.640783      -1.44e+009       1.55e+008
1.037994     14.7495    1.047836    0.640395      -1.44e+009       1.54e+008
1.039994     14.7401    1.045812    0.639994      -1.44e+009       1.54e+008
1.041994     14.7301    1.043785    0.639578      -1.44e+009       1.54e+008
1.043994     14.7195    1.041755    0.639148      -1.44e+009       1.53e+008
1.045994     14.7082    1.039721    0.638703      -1.44e+009       1.53e+008
1.047994     14.6963    1.037685    0.638244      -1.44e+009       1.53e+008
1.049994     14.6837    1.035644    0.637771      -1.44e+009       1.53e+008
1.051994     14.6706    1.033600    0.637283      -1.44e+009       1.53e+008
1.053994     14.6568    1.031552    0.636780      -1.44e+009       1.53e+008
1.055994     14.6423    1.029499    0.636264      -1.44e+009       1.56e+008
1.057994     14.6273    1.027441    0.635732      -1.44e+009       1.56e+008
1.059994     14.6115    1.025379    0.635186      -1.43e+009       1.55e+008
1.061993     14.5952    1.023311    0.634625      -1.43e+009       1.55e+008
1.063993     14.5913    1.022152    0.634233      -1.43e+009       1.55e+008
1.065993     14.5867    1.020986    0.633826      -1.43e+009       1.54e+008
1.067993     14.5815    1.019812    0.633405      -1.43e+009       1.54e+008
1.069993     14.5757    1.018631    0.632969      -1.43e+009       1.53e+008
1.071993     14.5692    1.017442    0.632520      -1.43e+009       1.53e+008
1.073993     14.5621    1.016246    0.632057      -1.43e+009       1.52e+008
1.075993     14.5544    1.015042    0.631579      -1.43e+009       1.52e+008
1.077993      14.546    1.013830    0.631087      -1.43e+009       1.52e+008
1.079993      14.537    1.012611    0.630581      -1.43e+009       1.52e+008
1.081993     14.5274    1.011383    0.630061      -1.43e+009       1.52e+008
1.083993     14.5172    1.010147    0.629527      -1.43e+009       1.52e+008
1.085993     14.5063    1.008903    0.628978      -1.43e+009       1.52e+008
1.087993     14.4947    1.007651    0.628416      -1.43e+009       1.52e+008
1.089993     14.4826    1.006390    0.627839      -1.43e+009       1.52e+008
1.091993     14.4698    1.005121    0.627248      -1.43e+009       1.52e+008
1.093993     14.4564    1.003843    0.626642      -1.43e+009       1.52e+008
1.095993     14.4524    1.003252    0.626457      -1.43e+009       1.52e+008
1.097993     14.4477    1.002652    0.626258      -1.43e+009       1.52e+008
1.099993     14.4425    1.002043    0.626044      -1.43e+009       1.52e+008
1.101993     14.4366    1.001425    0.625816      -1.43e+009       1.52e+008
1.103993       14.43    1.000797    0.625573      -1.43e+009       1.52e+008
1.105993     14.4229    1.000160    0.625316      -1.43e+009       1.52e+008
