# This is the run log of SGP from Tue Feb 09 16:54:46 2016
# Experiment type: MAKE_SGP (1)
# Rubble elements: number = 11;  rho = 1000
# Material: eps = 1;  mu = 0
# Time step used = 0.01 (cu)
# Code units: 1 cu = [10000 m | 1e+012 kg | 10000 s]
# Scaled G = 0.006674 (cu)
# Columns are (values in code units):
# [time]    [long axis]    [a/b axes ratio]    [a/c axes ratio]    [U]    [K]

0.450000     13.5484    1.124809    0.863873       -1.5e+009       3.18e+008
0.460000     13.6115    1.122813    0.851554      -1.49e+009       3.08e+008
0.470000       13.71    1.124915    0.840961      -1.48e+009       3.03e+008
0.480000      13.796    1.127136    0.830730      -1.48e+009       2.94e+008
0.490000     13.8698    1.129499    0.820828      -1.47e+009       2.88e+008
0.500000     13.9315    1.133719    0.811239      -1.46e+009       2.82e+008
0.510000     13.9814    1.135317    0.801898      -1.45e+009       2.76e+008
0.520000     14.0195    1.137062    0.792771      -1.45e+009       2.69e+008
0.530000     14.0459    1.136988    0.783825      -1.44e+009       2.64e+008
0.540000     14.0608    1.135278    0.775032      -1.44e+009       2.58e+008
0.550000     14.0641    1.133713    0.766365      -1.43e+009       2.52e+008
0.560000      14.056    1.132282    0.757802      -1.43e+009       2.48e+008
0.570000     14.0366    1.130971    0.749319      -1.43e+009       2.45e+008
0.580000     14.7083    1.186428    0.778052      -1.42e+009       2.43e+008
0.590000     14.7745    1.194199    0.775039      -1.42e+009       2.39e+008
0.600000     14.8554    1.204267    0.773462      -1.41e+009       2.35e+008
0.610000     14.9252    1.206205    0.771827      -1.41e+009       2.32e+008
0.620000     15.3762    1.239925    0.790295       -1.4e+009       2.29e+008
0.630000     15.4412    1.243501    0.789310       -1.4e+009       2.25e+008
0.640000       15.53    1.245899    0.790035       -1.4e+009       2.21e+008
0.650000     15.6056    1.248276    0.790576      -1.39e+009       2.18e+008
0.660000     15.6684    1.250637    0.790940      -1.39e+009       2.15e+008
0.670000     15.7314    1.254037    0.789598      -1.39e+009       2.14e+008
0.680000     15.7818    1.257433    0.788107      -1.38e+009       2.11e+008
0.690000     15.8195    1.259446    0.786473      -1.38e+009       2.09e+008
0.700000     15.8447    1.256977    0.784697      -1.38e+009       1.89e+008
0.710000     15.8576    1.254561    0.782780      -1.37e+009       1.85e+008
0.720000     15.8861    1.253843    0.782098      -1.37e+009       1.83e+008
0.730000     15.6722    1.235015    0.768301      -1.37e+009       1.81e+008
0.740000     15.7561    1.239635    0.769595      -1.36e+009       1.78e+008
0.750000      15.829    1.244356    0.770783      -1.36e+009       1.75e+008
0.760000     15.8911    1.249199    0.771873      -1.36e+009       1.73e+008
0.770000     15.9424    1.254185    0.772871      -1.36e+009       1.72e+008
0.780000     15.9831    1.259339    0.773782      -1.36e+009       1.73e+008
0.790000     16.0138    1.264724    0.774637      -1.36e+009       1.74e+008
0.800000     16.0354    1.270444    0.775486      -1.36e+009       1.76e+008
0.810000     16.0671    1.278050    0.777261      -1.37e+009       1.79e+008
0.820000     16.0884    1.285947    0.778969      -1.37e+009       1.73e+008
0.830000     16.0992    1.290587    0.780617      -1.38e+009       1.78e+008
0.839999      15.898    1.279297    0.772415      -1.38e+009       1.84e+008
0.849999      15.908    1.286106    0.774917      -1.39e+009        1.9e+008
0.859999     15.9068    1.293201    0.776308       -1.4e+009       1.99e+008
0.869999     15.9114    1.302024    0.778451       -1.4e+009       2.04e+008
0.879999     15.9046    1.311221    0.780510      -1.41e+009       2.09e+008
0.889999     15.8863    1.320840    0.782491      -1.41e+009       2.16e+008
0.899999     15.8564    1.330933    0.784401      -1.42e+009       2.24e+008
0.909999      15.815    1.341561    0.786244      -1.43e+009       2.31e+008
0.919999     15.7618    1.352786    0.788028      -1.44e+009        2.4e+008
0.929999     15.6969    1.364681    0.786012      -1.44e+009       2.48e+008
0.939999     15.7225    1.375112    0.789049      -1.45e+009       2.56e+008
0.949999     15.7361    1.386122    0.792023      -1.46e+009       2.64e+008
0.959999     15.7377    1.395597    0.794941      -1.46e+009       2.72e+008
0.969999     15.7273    1.405731    0.797811      -1.46e+009       2.65e+008
0.979999     15.7049    1.405877    0.800642      -1.46e+009       2.59e+008
0.989999     15.6705    1.324826    0.803435      -1.46e+009       2.55e+008
0.999999     15.6871    1.320284    0.808301      -1.45e+009       2.53e+008
1.009999     15.6912    1.316208    0.813136      -1.45e+009       2.48e+008
1.019999     15.6831    1.336224    0.843396      -1.44e+009       2.44e+008
1.029999     15.9312    1.346311    0.854463      -1.44e+009       2.41e+008
1.039999     15.9754    1.396586    0.855182      -1.43e+009       2.37e+008
1.049999     16.0083    1.381320    0.853888      -1.43e+009       2.34e+008
1.059999     16.1261    1.374953    0.857729      -1.43e+009       2.32e+008
1.069999     16.2314    1.368926    0.861492      -1.43e+009        2.3e+008
1.079999     16.3254    1.360855    0.865245      -1.42e+009       2.29e+008
1.089999     16.4082    1.353240    0.869005      -1.42e+009       2.28e+008
1.099999     16.4798    1.346060    0.872786      -1.42e+009       2.28e+008
1.109999     16.5405    1.339297    0.876601      -1.42e+009       2.24e+008
1.119999     16.5902    1.332926    0.880460      -1.42e+009       2.22e+008
1.129999      16.629    1.326924    0.884372      -1.41e+009       2.21e+008
1.139999     16.6569    1.317632    0.888346      -1.41e+009       2.21e+008
1.149999      16.674    1.308759    0.892393      -1.42e+009       2.22e+008
1.159999     16.6802    1.300275    0.896524      -1.42e+009       2.24e+008
1.169999     16.6755    1.292152    0.900750      -1.42e+009       2.26e+008
1.179999     16.5862    1.277875    0.901087      -1.42e+009       2.29e+008
1.189999      16.681    1.278943    0.912126      -1.43e+009       2.32e+008
1.199999      16.763    1.280113    0.923304      -1.43e+009       2.36e+008
1.209999     16.8323    1.281391    0.930081      -1.43e+009       2.41e+008
1.219999     16.8886    1.280009    0.934901      -1.44e+009       2.46e+008
1.229999     16.9775    1.282203    0.942279      -1.45e+009       2.52e+008
1.239999     17.0532    1.284931    0.949716      -1.45e+009       2.58e+008
1.249999     17.1159    1.287800    0.957232      -1.46e+009       2.67e+008
